Species,Collection_Date,Count
Maize streak virus,2016.0,13
Black grass cryptic virus 2,2016.0,1
Sacbrood virus,2016.0,54
Congyang nephotettix cincticeps iflavirus 1,2016.0,1
Maize striate mosaic virus,2016.0,13
Bipolaris oryzae partitivirus 1,2016.0,2
Faba bean necrotic stunt virus,2016.0,31
Faba bean necrotic stunt alphasatellite 2,2016.0,4
Faba bean necrotic stunt alphasatellite 1,2016.0,4
Eyach coltivirus,2016.0,2
Narcissus late season yellows virus,2016.0,1
Trichosanthes tepovirus A,2016.0,1
Sweet potato feathery mottle virus,2016.0,2
Sweet potato latent virus,2016.0,21
Biscoe virus,2016.0,1
Biston robustus cypovirus,2016.0,10
Streptomyces phage Thestral,2016.0,2
Bitsystermes virus,2016.0,1
Coronavirus BtRl-BetaCoV/SC2018,2016.0,1
Trichomonas vaginalis virus,2016.0,4
Tortoise microvirus 8,2016.0,4
Corynebacterium phage PeteyPab,2016.0,1
Trifolium pratense cytorhabdovirus B,2016.0,1
Blacklegged tick rhabdovirus-1,2016.0,1
Escherichia virus LS2,2016.0,1
Myrmica scabrinodis virus 2,2016.0,1
Tortoise microvirus 52,2016.0,1
Tortoise microvirus 51,2016.0,1
Nufsystermes virus,2016.0,4
Quarivirus 93C4,2016.0,1
Swine acute diarrhea syndrome coronavirus,2016.0,13
Nuksystermes virus,2016.0,2
Quarantine head virus,2016.0,1
Escherichia virus KFS-EC,2016.0,2
Rothia phage Spartoi,2016.0,1
Cosavirus B,2016.0,2
Nuomin virus,2016.0,5
Maize dwarf mosaic virus,2016.0,68
Tortoise microvirus 50,2016.0,1
Quinoa-associated betapartitivirus 1,2016.0,2
Escherichia virus KAW1E185,2016.0,2
Bokeloh bat lyssavirus,2016.0,3
Quinoa-associated deltapartitivirus 1,2016.0,2
Bobbyc reo-like virus,2016.0,4
Codiaeum leaf curl betasatellite,2016.0,4
Ntepes phlebovirus,2016.0,3
Escherichia virus Schickermooser,2016.0,2
Ntwetwe virus,2016.0,3
Streptomyces phage Oliynyk,2016.0,1
Bocaparvovirus sp.,2016.0,18
Streptomyces phage Olicious,2016.0,1
Bogoria phlebovirus,2016.0,3
Sweet potato virus G,2016.0,2
Streptomyces phage Nishikigoi,2016.0,1
Tree shrew papillomavirus 2,2016.0,1
Sweetbriar rose curly top-associated virus,2016.0,1
Escherichia virus LS3,2016.0,1
Tree shrew papillomavirus 1,2016.0,1
Cosavirus A,2016.0,52
Escherichia virus IME253,2016.0,2
Quang Binh virus,2016.0,37
Escherichia virus HdH2,2016.0,2
Microviridae sp. ct79Q5,2016.0,1
Coccinia mosaic Virudhunagar virus,2016.0,1
Streptomyces phage Microdon,2016.0,1
Bole tick virus 4,2016.0,3
Escherichia phage vB_Eco_slurp01,2016.0,1
Vochisia rufa associated gemykibivirus,2016.0,1
Escherichia phage vB_EcoS_WFI,2016.0,1
Escherichia phage vB_EcoS_VAH1,2016.0,1
Beiji nairovirus,2016.0,2
Streptomyces phage Maneekul,2016.0,1
Myoviridae sp. ctxi06,2016.0,1
Bombali ebolavirus,2016.0,5
Escherichia phage vB_EcoS_HdK1,2016.0,1
Streptomyces phage LibertyBell,2016.0,1
Escherichia phage vB_EcoS_HASG4,2016.0,1
Cocksfoot mottle virus,2016.0,2
Bole alpharicinrhavirus,2016.0,8
Rotavirus sp.,2016.0,2
Coconut cadang-cadang viroid,2016.0,3
Escherichia virus Goslar,2016.0,2
Escherichia virus G9062,2016.0,2
Escherichia virus G8,2016.0,2
Escherichia virus G50,2016.0,2
Escherichia virus G4507,2016.0,2
Escherichia virus G4498,2016.0,2
Escherichia virus G29-2,2016.0,2
Boana pugnax lyssa-like virus 1,2016.0,1
Escherichia virus G28,2016.0,2
Escherichia virus Ebrios,2016.0,2
Escherichia virus EG1,2016.0,2
Escherichia virus ECOO78,2016.0,2
Bole Tick Virus 1,2016.0,5
Middle Point orbivirus,2016.0,20
Escherichia virus ECH1,2016.0,1
Escherichia virus ECG4,2016.0,1
Swinepox virus,2016.0,10
Binucleate Rhizoctonia mitovirus 12,2016.0,1
Rousettus bat coronavirus GCCDC1,2016.0,1
Streptomyces phage Omar,2016.0,2
Microviridae sp. ctjwa4,2016.0,1
NL63-related bat coronavirus strain BtKYNL63-9b,2016.0,4
Mokola lyssavirus,2016.0,1
Moku virus,2016.0,5
Coronavirus BtRs-BetaCoV/YN2018D,2016.0,1
Corynebacterium virus Darwin,2016.0,2
Mole Culex virus,2016.0,4
Ralstonia phage YO163_1,2016.0,1
Tortoise microvirus 6,2016.0,1
Microviridae sp. ctfUi1,2016.0,1
Escherichia virus YUEEL01,2016.0,2
Escherichia virus VEc3,2016.0,2
Escherichia virus VEc20,2016.0,1
Noveria virus,2016.0,1
Coronavirus BtRt-BetaCoV/GX2018,2016.0,1
Tortoise microvirus 60,2016.0,1
Myxoma virus,2016.0,11
Streptomyces phage Satis,2016.0,1
Escherichia virus fp01,2016.0,2
Rubivirus rubellae,2016.0,73
Miniopterus schreibersi polyomavirus 4,2016.0,1
Corynebacterium phage PotatoChip,2016.0,1
Rainier virus,2016.0,1
Corynebacterium phage Stickynote,2016.0,2
Tortoise microvirus 62,2016.0,1
Escherichia virus vB_Eco_mar005P1,2016.0,5
Streptomyces phage Snorlax,2016.0,1
Escherichia virus mar004NP2,2016.0,2
Naganuma virus,2016.0,1
Miniopterus schreibersi polyomavirus 3,2016.0,1
Escherichia virus mar003J3,2016.0,2
Tortoise microvirus 61,2016.0,1
Streptomyces phage Sebastisaurus,2016.0,1
Escherichia virus mar001J1,2016.0,4
Sweet potato leaf curl virus,2016.0,6
Sweet potato symptomless virus 1,2016.0,1
Coronavirus PREDICT_CoV-47,2016.0,2
Streptomyces phage Rana,2016.0,1
Blueberry shock virus,2016.0,3
Coronavirus HKU15,2016.0,83
Coronavirus PREDICT_CoV-17,2016.0,7
Rousettus bat coronavirus HKU9,2016.0,12
Bluegill sunfish iridovirus,2016.0,2
Potyviridae sp.,2016.0,2
Tortoise microvirus 55,2016.0,1
Sweet potato virus C,2016.0,2
Potsystermes virus,2016.0,1
Tree shrew polyomavirus 1,2016.0,1
Tortoise microvirus 54,2016.0,1
RNA virus sp.,2016.0,3
Tortoise microvirus 53,2016.0,2
Bluetongue virus,2016.0,419
Streptomyces phage Ozzie,2016.0,1
Coguvirus eburi,2016.0,2
Novirhabdovirus salmonid,2016.0,3
Molluscum contagiosum virus,2016.0,6
Rousettus leschenaultii polyomavirus 1,2016.0,1
Tortoise microvirus 59,2016.0,1
Blue fish point virus,2016.0,2
Treiskappapapillomavirus 1,2016.0,1
Tortoise microvirus 58,2016.0,1
Tortoise microvirus 57,2016.0,1
Trifolium virus 1,2016.0,4
Tortoise microvirus 56,2016.0,1
Bo-Circo-like virus CH,2016.0,1
Corynebacterium virus Zion,2016.0,2
Royal Farm virus,2016.0,5
Maize streak Reunion virus,2016.0,6
Coronavirus PREDICT_CoV-44,2016.0,1
Blueberry latent virus,2016.0,1
Coronavirus PREDICT_CoV-35,2016.0,7
Maize rough dwarf virus,2016.0,21
Rousettus leschenaultii polyomavirus 2,2016.0,1
Maize streak dwarfing virus,2016.0,5
Escherichia phage vB_EcoS_ESCO40,2016.0,1
Binucleate Rhizoctonia mitovirus 11,2016.0,1
Binucleate Rhizoctonia mitovirus 1,2016.0,1
Flavobacterium phage vB_FspP_elemoA_15-3D,2016.0,1
Powassan virus,2016.0,74
Salado alphachrysovirus,2016.0,4
Flavobacterium phage vB_FspP_elemoA_15-3B,2016.0,1
Mamastrovirus 13,2016.0,1
Tortoise microvirus 96,2016.0,1
Coronavirus PREDICT_CoV-90,2016.0,3
Tortoise microvirus 92,2016.0,1
Streptomyces virus Paradiddles,2016.0,2
Flavobacterium phage vB_FspP_elemoA_14-9B,2016.0,1
Tortoise microvirus 91,2016.0,1
Nilaparvata lugens reovirus,2016.0,10
Saint Louis encephalitis virus,2016.0,6
Powell virus,2016.0,1
Flavobacterium phage vB_FspP_elemoA_14-9A,2016.0,1
Streptomyces virus Rowa,2016.0,2
Flavobacterium phage vB_FspP_elemoA_14-3D,2016.0,1
Streptomyces virus Scap1,2016.0,2
Middelburg virus,2016.0,1
Bellingshausen virus,2016.0,1
Flavobacterium phage vB_FspP_elemoA_3-5A,2016.0,1
Microvirus sp.,2016.0,34
Flavobacterium phage vB_FspP_elemoA_2-9A,2016.0,1
Nipah henipavirus,2016.0,4
Tortoise microvirus 95,2016.0,1
Flavobacterium phage vB_FspP_elemoA_2-5G,2016.0,1
Mamastrovirus 10,2016.0,1
Flavobacterium phage vB_FspP_elemoA_2-5F,2016.0,1
Saiwaicho virus,2016.0,1
Flavobacterium phage vB_FspP_elemoA_2-5C,2016.0,1
Bemisia tabaci arlivirus 1,2016.0,1
Flavobacterium phage vB_FspP_elemoA_2-5B,2016.0,1
Flavobacterium phage vB_FspP_elemoA_2-5A,2016.0,1
Flavobacterium phage vB_FspP_elemoA_15-9C,2016.0,1
Flavobacterium phage vB_FspP_elemoA_15-9B,2016.0,1
Flavobacterium phage vB_FspP_elemoA_3-9A,2016.0,1
Flavobacterium phage vB_FspP_elemoA_13-9B,2016.0,1
Flavobacterium phage vB_FspP_elemoA_13-3B,2016.0,1
Flavobacterium phage vB_FspP_elemoA_1-9A,2016.0,1
Coquillettidia venezuelensis narnavirus 1,2016.0,1
Flavobacterium phage vB_FspP_elemoA_1-5B,2016.0,1
Flavobacterium phage vB_FspM_immuto_3-5A,2016.0,1
Bemisia tabaci pesti-like virus 1,2016.0,1
Flavobacterium phage vB_FspM_immuto_2-6A,2016.0,2
Flavobacterium phage vB_FspM_immuto_13-6C,2016.0,1
Streptomyces virus NootNoot,2016.0,2
Minunacovirus sp.,2016.0,1
Prevotella phage Lak-A1,2016.0,4
Newlavirus,2016.0,8
Mamastrovirus 3,2016.0,19
Bemisia tabaci virga-like virus 1,2016.0,1
Sugarcane streak mosaic virus,2016.0,6
Sugarcane striate virus,2016.0,2
Flavobacterium phage vB_FspP_elemoA_1-9B,2016.0,1
Flavobacterium phage vB_FspP_elemoA_13-3D,2016.0,1
Flavobacterium phage vB_FspP_elemoA_1-9C,2016.0,1
Flavobacterium phage vB_FspP_elemoA_10-9C,2016.0,1
Flavobacterium phage vB_FspP_elemoA_13-1E,2016.0,1
Flavobacterium phage vB_FspP_elemoA_13-1B,2016.0,1
Flavobacterium phage vB_FspP_elemoA_13-1A,2016.0,1
Flavobacterium phage vB_FspP_elemoA_12-9A,2016.0,1
Flavobacterium phage vB_FspP_elemoA_12-3A,2016.0,1
Mamastrovirus 2,2016.0,19
Coronavirus PREDICT_CoV-81,2016.0,1
Flavobacterium phage vB_FspP_elemoA_12-1B,2016.0,1
Nigecruvirus ixodes,2016.0,1
Coquillettidia venezuelensis narnavirus 2,2016.0,1
Flavobacterium phage vB_FspP_elemoA_11-9C,2016.0,1
Flavobacterium phage vB_FspP_elemoA_11-9B,2016.0,1
Flavobacterium phage vB_FspP_elemoA_11-5C,2016.0,1
Niehaus virus,2016.0,1
Mint vein banding-associated virus,2016.0,2
Flavobacterium phage vB_FspP_elemoA_10-9A,2016.0,1
Flavobacterium phage vB_FspP_elemoA_4-9A,2016.0,1
Mamastrovirus 1,2016.0,165
Flavobacterium phage vB_FspP_elemoA_5-3D,2016.0,1
Tortoise microvirus 93,2016.0,1
Sugarcane mosaic virus,2016.0,47
Nora virus,2016.0,2
Malvastrum yellow vein Honghe virus,2016.0,1
Corchorus yellow vein mosaic betasatellite,2016.0,1
Malvastrum yellow vein virus,2016.0,1
Flavobacterium phage vB_FspP_elemoF_6-3D,2016.0,2
Flavobacterium phage vB_FspP_elemoE_6-9C,2016.0,2
Flavobacterium phage vB_FspP_elemoE_10-3D,2016.0,1
Flavobacterium phage vB_FspP_elemoD_13-5B,2016.0,2
Flavobacterium phage vB_FspP_elemoC_3-9B,2016.0,1
Noni mosaic virus,2016.0,2
Flavobacterium phage vB_FspP_elemoC_15-9A,2016.0,1
Flavobacterium phage vB_FspP_elemoC_14-1A,2016.0,2
Sturnira lilium betaherpesvirus,2016.0,1
Coronavirus PREDICT_CoV-86,2016.0,1
Sturnira lilium adenovirus,2016.0,1
Mink circovirus,2016.0,5
Coronavirus PREDICT_CoV-88,2016.0,4
Wenzhou Pipistrellus abramus betacoronavirus 1,2016.0,1
Sugar beet cyst nematode virus 1,2016.0,2
Wenzhou Niviventer niviventer orthohantavirus 1,2016.0,3
Corchorus yellow vein mosaic virus,2016.0,1
North shore virus,2016.0,1
Wenzhou Myotis laniger tupavirus 1,2016.0,1
Wenzhou Myotis laniger paramyxovirus 2,2016.0,1
Wenzhou Myotis davidii paramyxovirus 1,2016.0,1
Wenzhou Apodemus agrarius mammarenavirus 1,2016.0,2
Wenzhou Apodemus agrarius jeilongvirus 1,2016.0,1
Wenzhou Apodemus agrarius hepacivirus 1,2016.0,1
Malvastrum yellow vein Lahore virus,2016.0,1
Norovirus sp.,2016.0,120
Sugarcane bacilliform virus,2016.0,31
Wenzhou Apodemus agrarius henipavirus 1,2016.0,1
Sugarcane mild mosaic virus,2016.0,9
Flavobacterium phage vB_FspP_elemoC_13-1C,2016.0,1
Flavobacterium phage vB_FspP_elemoB_14-3B,2016.0,2
Flavobacterium phage vB_FspP_elemoA_9-1A,2016.0,1
Striped dolphin herpesvirus,2016.0,1
Flavobacterium phage vB_FspP_elemoA_7-3B,2016.0,1
Flavobacterium phage vB_FspP_elemoA_7-3A,2016.0,1
Flavobacterium phage vB_FspP_elemoA_6-9A,2016.0,1
Bell pepper alphaendornavirus,2016.0,5
Coronavirus PREDICT_CoV-89,2016.0,1
Nitzschia reversa RNA virus,2016.0,4
Strigid herpesvirus 1,2016.0,1
Nitsystermes virus,2016.0,1
Flavobacterium phage vB_FspP_elemoA_6-5A,2016.0,1
Nitrosopumilus spindle-shaped virus,2016.0,8
Malva vein clearing virus,2016.0,2
Flavobacterium phage vB_FspP_elemoA_5-9B,2016.0,1
Coronavirus PREDICT_CoV-82,2016.0,6
Flavobacterium phage vB_FspP_elemoA_5-9A,2016.0,1
Flavobacterium phage vB_FspP_elemoA_7-5A,2016.0,1
Nobecovirus sp.,2016.0,1
Flavobacterium phage vB_FspP_elemoA_7-9A,2016.0,2
Flavobacterium phage vB_FspP_elemoA_7-9B,2016.0,1
Mink calicivirus,2016.0,1
Nodularia virus kac68v161,2016.0,2
Flavobacterium phage vB_FspP_elemoA_8-9C,2016.0,1
Nodularia phage vB_NspS-kac68v162,2016.0,1
Tortoise microvirus 94,2016.0,1
Nodularia phage vB_NspS-kac65v162,2016.0,1
Nodularia phage vB_NspS-kac65v161,2016.0,1
Sugarcane yellow leaf virus,2016.0,2
Flavobacterium phage vB_FspP_elemoA_8-9B,2016.0,1
Flavobacterium phage vB_FspP_elemoA_8-3A,2016.0,1
Nodaviridae sp.,2016.0,1
Flavobacterium phage vB_FspP_elemoA_8-1D,2016.0,1
Flavobacterium phage vB_FspP_elemoA_8-1B,2016.0,1
Flavobacterium phage vB_FspP_elemoA_8-1A,2016.0,1
Striped jack nervous necrosis virus,2016.0,6
Flavobacterium phage vB_FspP_elemoA_7-9C,2016.0,1
Flavobacterium phage vB_FspP_elemoA_8-9A,2016.0,1
Berant virus,2016.0,1
Rabbit hemorrhagic disease virus,2016.0,201
Tortoise microvirus 90,2016.0,1
Tortoise microvirus 98,2016.0,1
Coronavirus PREDICT_CoV-75,2016.0,1
Miresoil virus 173,2016.0,1
Watermelon bud necrosis orthotospovirus,2016.0,5
Feline foamy virus,2016.0,22
Manihot esculenta associated ampelovirus 1,2016.0,2
Miresoil virus 219,2016.0,1
Manly virus,2016.0,1
Betsystermes virus,2016.0,1
Suri Vanera virus 1,2016.0,1
Beult virus,2016.0,1
Tortoise microvirus 84,2016.0,1
Miresoil virus 408,2016.0,1
Waterbird 1 orthobornavirus,2016.0,3
Feline calicivirus,2016.0,7
Betapolyomavirus secuhominis,2016.0,3
Miresoil virus 415,2016.0,1
Feline immunodeficiency virus,2016.0,86
Nemesia ring necrosis virus,2016.0,2
Neofusicoccum parvum victorivirus 1,2016.0,1
Neofusicoccum parvum narnavirus 3,2016.0,1
Feline leukemia virus,2016.0,19
Watermelon crinkle leaf-associated virus 2,2016.0,5
Streptomyces phage Yosif,2016.0,2
Middle East respiratory syndrome-related coronavirus,2016.0,162
Norwalk virus,2016.0,4403
Neofusicoccum parvum mitovirus 3,2016.0,1
Neofusicoccum parvum mitovirus 2,2016.0,1
Neofusicoccum parvum endornavirus 1,2016.0,1
Mammarenavirus sp.,2016.0,6
Betapolyomavirus hominis,2016.0,12
Watermelon chlorotic stunt virus,2016.0,22
Mandarin fish ranavirus,2016.0,1
Miresoil virus 141,2016.0,1
Miresoil virus 169,2016.0,1
Bhendi yellow vein betasatellite,2016.0,1
Surrounding non-legume associated ilarvirus,2016.0,3
Miresoil virus 422,2016.0,1
Saimiriine gammaherpesvirus 3,2016.0,2
Sweet potato badnavirus B,2016.0,10
Saimiriine alphaherpesvirus 1,2016.0,5
Miresoil virus 459,2016.0,1
Bidnavirus-like Culex mosquito virus,2016.0,1
Washington bat picornavirus 2,2016.0,1
Washington bat picornavirus,2016.0,2
Miresoil virus 475,2016.0,1
Trichoderma harzianum mycovirus 1,2016.0,1
Warivirus Mos10,2016.0,1
Saimiri boliviensis polyomavirus 1,2016.0,11
Tortoise microvirus 83,2016.0,1
Tortoise microvirus 82,2016.0,1
Biggievirus Mos11,2016.0,1
Binucleate Rhizoctonia hypovirus 1,2016.0,1
Miresoil virus 445,2016.0,1
Faustovirus,2016.0,1
Streptomyces phage Tribute,2016.0,1
Nebovirus sp.,2016.0,7
Mansystermes virus,2016.0,2
Coronavirus PREDICT_CoV-73,2016.0,2
Miresoil virus 429,2016.0,1
Nectarine stem pitting associated virus,2016.0,2
Manych virus,2016.0,2
Sus scrofa papillomavirus 2,2016.0,2
Swagivirus HG,2016.0,2
Neofusicoccum parvum victorivirus 2,2016.0,1
Miresoil virus 436,2016.0,1
Felid gammaherpesvirus 1,2016.0,4
Felid alphaherpesvirus 1,2016.0,35
Primate T-lymphotropic virus 1,2016.0,113
Miresoil virus 443,2016.0,1
Feksystermes virus,2016.0,2
Potyvirus sp.,2016.0,2
Bhendi yellow vein mosaic virus,2016.0,8
Bhendi yellow vein mosaic betasatellite,2016.0,1
Binucleate Rhizoctonia mitovirus 10,2016.0,1
Miresoil virus 123,2016.0,1
Mammalian orthorubulavirus 5,2016.0,28
Streptomyces virus Mildred21,2016.0,2
Fig leaf mottle-associated virus 2,2016.0,1
Tortoise microvirus 88,2016.0,1
Tortoise microvirus 87,2016.0,1
Coronavirus PREDICT_CoV-78,2016.0,1
Cordyline virus 1,2016.0,8
Fig latent virus 1,2016.0,1
Suid gammaherpesvirus 3,2016.0,1
Fig fleck-associated virus,2016.0,6
Suid gammaherpesvirus 4,2016.0,1
Betacoronavirus 1,2016.0,246
Ness Ziona virus,2016.0,3
Fig cryptic virus,2016.0,1
Coredo virus,2016.0,3
Coronavirus PREDICT_CoV-97,2016.0,2
Tortoise microvirus 89,2016.0,1
Tortoise microvirus 86,2016.0,1
Tribolium castaneum iflavirus,2016.0,1
Tortoise microvirus 9,2016.0,1
Cordoba virus,2016.0,1
Flavivirus sp.,2016.0,1
Flaviviridae PREDICT_Flavi-6,2016.0,2
Mamastrovirus 9,2016.0,72
Suid alphaherpesvirus 1,2016.0,78
Filoviridae sp.,2016.0,4
Betaarterivirus suid 1,2016.0,68
Filchner virus,2016.0,1
Fig wasp tombus-like virus 1,2016.0,1
Tortoise microvirus 97,2016.0,1
Prevotella phage Lak-A2,2016.0,1
Fig mosaic emaravirus,2016.0,62
Mamastrovirus sp.,2016.0,7
Fig mild mottle-associated virus,2016.0,1
Betaarterivirus suid 2,2016.0,67
Suid betaherpesvirus 2,2016.0,24
Corey virus,2016.0,2
Mirafiori lettuce big-vein ophiovirus,2016.0,21
Fig badnavirus 1,2016.0,2
Streptomyces virus BillNye,2016.0,2
Feral pigeon astrovirus,2016.0,11
Felis catus papillomavirus type 5,2016.0,2
Felis catus papillomavirus,2016.0,1
Streptomyces virus Attoomi,2016.0,2
Streptomyces virus Annadreamy,2016.0,2
Betaherpesvirinae sp.,2016.0,1
Mammalian orthoreovirus,2016.0,68
Sulina virus,2016.0,9
Feline parvovirus,2016.0,3
Betanodavirus sp.,2016.0,7
Neotropic cormorant aviadenovirus,2016.0,1
Feline paramyxovirus,2016.0,8
Feline morbillivirus,2016.0,71
Maize yellow mosaic virus,2016.0,26
Fermo-like virus,2016.0,31
Ferret coronavirus,2016.0,1
Betacoronavirus sp.,2016.0,1
Mammalian 2 orthobornavirus,2016.0,16
Watermelon virus A,2016.0,2
Trichoderma harzianum hypovirus 1,2016.0,2
Watermelon silver mottle orthotospovirus,2016.0,2
Sulfolobales Beppu filamentous virus 1,2016.0,1
Betacoronavirus BCoV/Ppar/MEX/2016,2016.0,1
Corfou phlebovirus,2016.0,1
Sulfolobales Beppu virus 1,2016.0,1
Miresoil virus 103,2016.0,1
Nerine latent virus,2016.0,1
Corfou virus,2016.0,1
Mammalian 1 orthobornavirus,2016.0,4
Streptomyces virus Blueeyedbeauty,2016.0,2
Streptomyces virus Bing,2016.0,2
Sulfolobus alphaportoglobovirus 1,2016.0,2
Tortoise microvirus 85,2016.0,1
Watermelon mosaic virus,2016.0,101
Salarivirus Mos8CM0,2016.0,3
Coronavirus PREDICT CoV-103,2016.0,10
Escherichia phage vB_EcoS_HdSG1,2016.0,1
Escherichia phage vB_EcoS-phiEc4,2016.0,1
Bovine papillomavirus,2016.0,21
Tortoise genomovirus 8,2016.0,1
Chuvirus Mos8Chu0,2016.0,2
Madariaga virus,2016.0,7
Tortoise genomovirus 7,2016.0,1
Myodes jeilongvirus,2016.0,2
Telmo virus,2016.0,1
Strepomyces virus Drgrey,2016.0,2
Rodent paramyxovirus SM-JPG,2016.0,1
Strawberry vein banding virus,2016.0,8
Bovine papular stomatitis virus,2016.0,1
Tortoise genomovirus 5,2016.0,1
Myocastor coypus polyomavirus 1,2016.0,2
Chrysodeixis includens nucleopolyhedrovirus,2016.0,1
Tortoise genomovirus 6,2016.0,1
Rodent protoparvovirus 1,2016.0,1
Mafiga mammarenavirus,2016.0,3
Tortoise microvirus 1,2016.0,1
Streptococcus phage Str03,2016.0,1
Circovirus sp.,2016.0,5
Streptococcus phage Str01,2016.0,1
Tortoise microvirus 101,2016.0,1
Coronavirus PREDICT CoV-83,2016.0,1
Tecoma stans associated gemykolovirus,2016.0,1
Bovine orthopneumovirus,2016.0,26
Tortoise microvirus 100,2016.0,1
Tortoise microvirus 10,2016.0,2
Streptococcus phage LF1,2016.0,1
Odonatavirus fabricii,2016.0,1
Cowpea golden mosaic virus,2016.0,1
Circoviridae sp.,2016.0,22
Moroccan pepper virus,2016.0,1
Cowpea mild mottle virus,2016.0,2
Strawberry polerovirus 1,2016.0,2
Microbacterium phage Triscuit,2016.0,1
Morogoro maize-associated alphanucleorhabdovirus,2016.0,1
Odontoglossum ringspot virus,2016.0,1
Microbacterium phage TeddyBear,2016.0,1
Bovine polyomavirus 3,2016.0,1
Tortoise genomovirus 21,2016.0,1
Morris orbivirus,2016.0,4
Chrysanthemum stunt viroid,2016.0,26
Tortoise genomovirus 20,2016.0,1
Strawberry pallidosis-associated virus,2016.0,1
Microbacterium phage Tandem,2016.0,1
Tortoise genomovirus 2,2016.0,1
Microbacterium phage Superfresh,2016.0,1
Odorna virus,2016.0,1
Tern adenovirus,2016.0,1
Towan virus,2016.0,2
Mosavirus sp.,2016.0,1
Tesano Aedes virus,2016.0,1
Tortoise genomovirus 22,2016.0,1
Tortoise microvirus 102,2016.0,1
Mycolicibacterium phage J1,2016.0,1
Coronavirus PREDICT CoV-78,2016.0,2
Rodent paramyxovirus R3,2016.0,1
Potato yellow mosaic virus,2016.0,1
Tortoise genomovirus 4,2016.0,1
Cowpox virus,2016.0,4
Tortoise genomovirus 3,2016.0,1
Tortoise genomovirus 23,2016.0,1
Mycosphaerella virus A,2016.0,1
Turnip mosaic virus,2016.0,15
Mycosphaerella tobamovirus B,2016.0,1
Mycosphaerella partitivirus A,2016.0,1
Mycosphaerella hypovirus A,2016.0,1
Rodent paramyxovirus,2016.0,3
Bovine polyomavirus 2,2016.0,2
Tembusu virus,2016.0,57
Coronavirus PREDICT CoV-81,2016.0,10
Morogoro mammarenavirus,2016.0,3
Rodent hantavirus,2016.0,1
Bovine mastadenovirus C,2016.0,1
Coronavirus PREDICT CoV-84,2016.0,1
Cotton leafroll dwarf virus,2016.0,5
Myotis oxyotus betaherpesvirus,2016.0,3
Streptomyces phage Bowden,2016.0,1
Bovine foamy virus,2016.0,34
Coronavirus PREDICT CoV-86,2016.0,5
Tavallinen suomalainen mies virus 1,2016.0,1
Myotis ricketti coronavirus 162191,2016.0,1
Citrus bark cracking viroid,2016.0,1
Myotis horsfieldii polyomavirus 2,2016.0,1
Tortoise microvirus 12,2016.0,1
Odaw virus,2016.0,4
Myotis horsfieldii polyomavirus 1,2016.0,1
Wenzhou Pipistrellus abramus hantavirus 1,2016.0,3
Wenzhou Pipistrellus abramus orthohepevirus 1,2016.0,1
Myotis horsfieldii polyomavirus 3,2016.0,1
Myotis ricketti coronavirus 162192,2016.0,1
Bovine fever ephemerovirus,2016.0,9
Escherichia phage vB_EcoS_EASG3,2016.0,1
Escherichia phage 26,2016.0,1
Tortoise microvirus 13,2016.0,2
Bovine astrovirus,2016.0,45
Myoviridae environmental samples,2016.0,262
Citrus chlorotic dwarf associated virus,2016.0,1
Erythrocytic necrosis virus,2016.0,89
Taura syndrome virus,2016.0,2
Microbacterium virus Krampus,2016.0,2
Citrus bright spot virus,2016.0,2
Bovine atadenovirus D,2016.0,2
Citrus blight-associated pararetrovirus,2016.0,1
Citrus bent leaf viroid,2016.0,4
Microbacterium virus Hyperion,2016.0,2
Microbacterium virus Hendrix,2016.0,2
Microbacterium virus Hamlet,2016.0,2
Wenzhou Pipistrellus abramus pestivirus 1,2016.0,1
Bovine gammaherpesvirus 4,2016.0,40
Beihai picorna-like virus 77,2016.0,2
Microbacterium virus Eleri,2016.0,2
Turkeypox virus,2016.0,4
Tortoise microvirus 107,2016.0,1
Streptomyces phage BabyGotBac,2016.0,1
Tortoise microvirus 106,2016.0,1
Streptomyces phage Amethyst,2016.0,2
Tortoise microvirus 105,2016.0,1
Streptomyces phage Alvy,2016.0,2
Streptomyces phage Alsaber,2016.0,2
Rolda virus,2016.0,1
Streptomyces phage Abt2graduatex2,2016.0,1
Bovine mastadenovirus B,2016.0,9
Tortoise microvirus 104,2016.0,1
Cowpea aphid-borne mosaic virus,2016.0,19
Tortoise microvirus 103,2016.0,1
Coronavirus PREDICT CoV-35,2016.0,4
Tortoise microvirus 108,2016.0,1
Punsystermes virus,2016.0,1
Covert mortality nodavirus,2016.0,2
Bovine leukemia virus,2016.0,250
Tortoise microvirus 111,2016.0,1
Microbacterium virus Dismas,2016.0,2
Tortoise microvirus 110,2016.0,1
Citrobacter virus PhiZZ6,2016.0,2
Citrobacter virus PhiZZ23,2016.0,2
Citrobacter virus HCF1,2016.0,2
Bovine hepacivirus N,2016.0,1
Tortoise microvirus 11,2016.0,1
Bovine immunodeficiency virus,2016.0,6
Streptomyces phage BeardedLady,2016.0,1
Tortoise microvirus 109,2016.0,1
Cotton leafroll virus,2016.0,1
Citrobacter phage NS1,2016.0,1
Rondani's wasp virus 1,2016.0,1
Streptomyces phage BartholomewSD,2016.0,1
Microbacterium virus Appa,2016.0,2
Bovine torovirus,2016.0,2
Tortoise genomovirus 19,2016.0,1
Tortoise genomovirus 18,2016.0,1
Strawberry latent ringspot virus,2016.0,4
Tobacco curly shoot virus,2016.0,12
Chimpanzee bufavirus,2016.0,1
