Species,Host,Count
Nile crocodilepox virus,Crocodylus niloticus,2
Niminivirus,Myotis daubentonii,1
Ninarumi virus,Ochlerotatus fulvus,9
Ninove microtus virus,Microtus agrestis,1
Nipah henipavirus,Canis lupus familiaris,1
Nipah henipavirus,Chiroptera,18
Nipah henipavirus,Homo sapiens,85
Nipah henipavirus,Pteropus giganteus,57
Nipah henipavirus,Pteropus hypomelanus,6
Nipah henipavirus,Pteropus lylei,95
Nipah henipavirus,Pteropus vampyrus,8
Nipah henipavirus,Sus scrofa,1
Nipah henipavirus,Sus scrofa domesticus,4
Nipponia nippon Circoviridae sp.,Nipponia nippon,1
Nique phlebovirus,Diptera,6
Nique phlebovirus,Psychodopygus panamensis,1
Nishimuro ledantevirus,Sus scrofa,2
Nitratiruptor phage NrS-1,Nitratiruptor sp. SB155-2,1
Nitratiruptor phage NrS-2,Nitratiruptor sp. YY08-10,1
Nitratiruptor phage NrS-3,Nitratiruptor sp. YY08-14,1
Nitratiruptor phage NrS-4,Nitratiruptor sp. YY08-13,1
Nitratiruptor phage NrS-5,Nitratiruptor sp. YY08-26,1
Nitrincola phage 1M3-16,Nitrincola,2
Nitrosopumilus spindle-shaped virus,Nitrosopumilus sp.,28
Nitrososphaera phage Pro-Nvie1,Nitrososphaera viennensis EN76,1
Nitsystermes virus,Mastotermes darwiniensis,1
Nitzschia reversa RNA virus,Nitzschia reversa,4
Niuhvovirus limivicinum,activated sludge metagenome,1
Niuhvovirus limivivens,activated sludge metagenome,1
Niukluk phantom orthophasmavirus,Chaoborus americanus,165
Niviventer confucianus hunnivirus,Niviventer confucianus,1
Niviventer confucianus picornavirus,Niviventer confucianus,2
Niviventer confucianus picornavirus,Rattus tanezumi,1
Niwlog virus,Culex erythrothorax,22
Nkolbisson ledantevirus,Eretmapodites leucopous,4
Nobecovirus sp.,Eonycteris spelaea,3
Nocardia phage KYD2,Nocardia carnea,1
Nocardia phage NBR1,Nocardia brasiliensis,2
Nocardia phage NC1,Nocardia asteroides,1
Nocardia phage NJL,Nocardia,1
Nocardia phage NOC1,Nocardia,1
Nocardia phage NOC2,Nocardia,1
Nocardia phage NOC3,Nocardia,1
Nocardia phage NS-I,Nocardia seriolae,1
Nocardia phage NTR1,Nocardia transvalensis,1
Nocardia phage P3.1,Nocardia transvalensis,1
Nocardia phage P69,Nocardia transvalensis,1
Noctule bat orbivirus,Chiroptera,1
Nodaviridae sp.,Anopheles sinensis,3
Nodaviridae sp.,Armigeres obturbans,2
Nodaviridae sp.,Armigeres subalbatus,2
Nodaviridae sp.,Aves,14
Nodaviridae sp.,Bos taurus,2
Nodaviridae sp.,Culex tritaeniorhynchus,1
Nodaviridae sp.,Dermacentor silvarum,1
Nodaviridae sp.,Haemaphysalis longicornis,1
Nodaviridae sp.,Pisaster ochraceus,6
Nodaviridae sp.,Pleuromamma abdominalis,1
Nodaviridae sp.,Rattus,1
Nodaviridae sp.,Sus scrofa,2
Nodularia phage vB_NspS-kac65v161,Nodularia spumigena,1
Nodularia phage vB_NspS-kac65v162,Nodularia spumigena,1
Nodularia phage vB_NspS-kac68v162,Nodularia spumigena kac68,1
Nodularia virus 2AV2,Nodularia,2
Nodularia virus kac65v151,Nodularia spumigena,2
Nodularia virus kac68v161,Nodularia spumigena kac68,2
Noggi virus,Giardia intestinalis,1
Nomada lathburiana mononega-like virus,Nomada lathburiana,1
Nome phantom orthophasmavirus,Chaoborus,219
Noni mosaic virus,Morinda citrifolia,5
Noni virus 1,Morinda citrifolia,1
Nonlabens virus P12024L,Nonlabens,4
Nootka lupine vein clearing virus,Lupinus nootkatensis,3
Nora virus,Apis mellifera,2
Nora virus,Drosophila melanogaster,47
Nora virus,Drosophila simulans,10
Nora virus,Drosophila suzukii,1
Nordenskjold virus,Pygoscelis antarcticus,1
Nordland virus,Salmo salar,4
Norovirus Hu/Afyon/65/2007/TR,Homo sapiens,1
Norovirus sp.,Homo sapiens,152
Norovirus sp.,Nasua nasua,1
Norovirus sp.,Panthera onca,1
Norovirus sp.,Sparus aurata,1
Norovirus sp.,Sus scrofa,5
North American arenavirus strain B0940005,Neotoma leucodon,1
North American arenavirus strain F0190012,Neotoma lepida,1
North American arenavirus strain P0070018,Neotoma mexicana,1
North American maize-associated mastrevirus,Zea mays,1
North shore virus,Ixodes holocyclus,2
Northcreek ohlsrhavirus,Culex sitiens,10
Northern bat adenovirus 1,Eptesicus nilssonii,2
Northern cereal mosaic cytorhabdovirus,Setaria italica,1
Northern cereal mosaic cytorhabdovirus,Triticum aestivum,1
Northern elephant seal herpesvirus,Mirounga angustirostris,1
Northern fur seal polyoma virus,Callorhinus ursinus,1
Northern red-backed vole stool-associated circular virus 11,Myodes rutilus,1
Northern red-backed vole stool-associated circular virus 116,Myodes rutilus,1
Northern red-backed vole stool-associated circular virus 117,Myodes rutilus,1
Northern red-backed vole stool-associated circular virus 16,Myodes rutilus,1
Northern red-backed vole stool-associated circular virus 68,Myodes rutilus,1
Northern treeshrew hepacivirus,Tupaia belangeri,1
Norwalk virus,Apodemus agrarius,3
Norwalk virus,Apodemus speciosus,6
Norwalk virus,Apodemus sylvaticus,18
Norwalk virus,Bos grunniens,4
Norwalk virus,Bos taurus,415
Norwalk virus,Bovidae,12
Norwalk virus,Canis lupus familiaris,66
Norwalk virus,Dicentrarchus labrax,1
Norwalk virus,Felis catus,16
Norwalk virus,Gallus gallus,2
Norwalk virus,Homo,1
Norwalk virus,Homo sapiens,38470
Norwalk virus,Macaca mulatta,5
Norwalk virus,Mus,8
Norwalk virus,Mus musculus,182
Norwalk virus,Neognathae,2
Norwalk virus,Nyctereutes procyonoides,2
Norwalk virus,Ovis aries,2
Norwalk virus,Paguma larvata,1
Norwalk virus,Panthera leo,1
Norwalk virus,Panthera onca,2
Norwalk virus,Phocoena phocoena,1
Norwalk virus,Rattus,1
Norwalk virus,Rattus norvegicus,13
Norwalk virus,Rattus rattus,1
Norwalk virus,Rhinolophus affinis,1
Norwalk virus,Rhinolophus sinicus,1
Norwalk virus,Sus scrofa,156
Norwalk virus,Sus scrofa domesticus,35
Norwalk virus,Vulpes,1
Norwalk virus,Zalophus californianus,2
Norway ixovirus,Ixodes ricinus,14
Norway mononegavirus 1,Ixodes ricinus,2
Norway nairovirus 1,Ixodes ricinus,10
Norway partiti-like virus 1,Ixodes persulcatus,2
Norway partiti-like virus 1,Ixodes ricinus,4
Norway rat arterivirus,Rattus norvegicus,2
Norway rat hunnivirus,Rattus norvegicus,3
Norway rat kobuvirus 1,Rattus norvegicus,29
Norway rat kobuvirus 2,Rattus norvegicus,2
Norway rat pegivirus,Rattus norvegicus,21
Norway rat pestivirus,Rattus norvegicus,1
Norwegian salmonid alphavirus,Salmo salar,1
Nostoc phage A1,Nostoc,1
Nostoc phage N1,Nostoc,1
Nostoc phage YongM,Nostoc,1
Notopteran flavi-related virus,Austrophasmatidae,1
Notori virus,Drosophila suzukii,1
Notsystermes virus,Mastotermes darwiniensis,1
Noumeavirus,Acanthamoeba castellanii,2
Nounane virus,Uranotaenia mashonaensis,3
Nova mobatvirus,Talpa europaea,330
Noveria virus,Keijia tincta,1
Novirhabdovirus hirame,Paralichthys olivaceus,1
Novirhabdovirus salmonid,Oncorhynchus clarkii,1
Novirhabdovirus salmonid,Oncorhynchus mykiss,4
Novirhabdovirus salmonid,Oncorhynchus nerka,1
Novirhabdovirus salmonid,Oncorhynchus tshawytscha,2
Novosphingobium phage N-AFCF0628-8,Novosphingobium,1
Novosphingobium phage N-AFCF0628-9,Novosphingobium,1
Novosphingobium phage N-AFCF0707-14,Novosphingobium,1
Novosphingobium phage N-AFCF0707-15,Novosphingobium,1
Novosphingobium phage N-AFCF0707-16,Novosphingobium,1
Novosphingobium phage N-AFCF0714-51,Novosphingobium,1
Novosphingobium phage N-AFCF0802-21,Novosphingobium,1
Novosphingobium phage N-AFCF0802-22,Novosphingobium,1
Novosphingobium phage N-AFCF0810-26,Novosphingobium,1
Novosphingobium phage N-AFCF0824-32,Novosphingobium,1
Novosphingobium phage N-AFCF0901-37,Novosphingobium,1
Novosphingobium phage N-AFCF0901-89,Novosphingobium,1
Novosphingobium phage N-AFCM0615-3,Novosphingobium,1
Novosphingobium phage N-AFCM0628-11,Novosphingobium,1
Novosphingobium phage N-AFCM0714-52,Novosphingobium,1
Novosphingobium phage N-AFCM0802-86,Novosphingobium,1
Novosphingobium phage N-AFCM0810-27,Novosphingobium,1
Novosphingobium phage N-AFCM0810-28,Novosphingobium,1
Novosphingobium phage N-AFCM0824-33,Novosphingobium,1
Novosphingobium phage N-AFCM0901-40,Novosphingobium,1
Novosphingobium phage N-AFCM0901-91,Novosphingobium,1
Novosphingobium phage N-AFCM0913-47,Novosphingobium,1
Novosphingobium phage N-AFCa0615-4,Novosphingobium,1
Novosphingobium phage N-AFCa0615-5,Novosphingobium,1
Novosphingobium phage N-AFCa0615-6,Novosphingobium,1
Novosphingobium phage N-AFCa0628-10,Novosphingobium,1
Novosphingobium phage N-AFCa0628-12,Novosphingobium,1
Novosphingobium phage N-AFCa0707-17,Novosphingobium,1
Novosphingobium phage N-AFCa0707-18,Novosphingobium,1
Novosphingobium phage N-AFCa0707-83,Novosphingobium,1
Novosphingobium phage N-AFCa0714-84,Novosphingobium,1
Novosphingobium phage N-AFCa0802-23,Novosphingobium,1
Novosphingobium phage N-AFCa0802-24,Novosphingobium,1
Novosphingobium phage N-AFCa0802-56,Novosphingobium,1
Novosphingobium phage N-AFCa0802-57,Novosphingobium,1
Novosphingobium phage N-AFCa0802-85,Novosphingobium,1
Novosphingobium phage N-AFCa0810-29,Novosphingobium,1
Novosphingobium phage N-AFCa0810-30,Novosphingobium,1
Novosphingobium phage N-AFCa0824-34,Novosphingobium,1
Novosphingobium phage N-AFCa0824-35,Novosphingobium,1
Novosphingobium phage N-AFCa0824-36,Novosphingobium,1
Novosphingobium phage N-AFCa0901-41,Novosphingobium,1
Novosphingobium phage N-AFCa0901-42,Novosphingobium,1
Novosphingobium phage N-AFCa0901-90,Novosphingobium,1
Novosphingobium phage N-AFNF0628-7,Novosphingobium,1
Novosphingobium phage N-AFNF0707-13,Novosphingobium,1
Novosphingobium phage N-AFNF0802-19,Novosphingobium,1
Novosphingobium phage N-AFNF0802-20,Novosphingobium,1
Novosphingobium phage N-AFNF0810-25,Novosphingobium,1
Novosphingobium phage N-AFNF0824-31,Novosphingobium,1
Novosphingobium phage N-AFNF0913-43,Novosphingobium,1
Novosphingobium phage N-AFNF0922-55,Novosphingobium,1
Novosphingobium phage N-An-FWCa0913-92,Novosphingobium,1
Ntaya virus,Culicidae,1
Ntepes phlebovirus,Sergentomyia,9
Ntwetwe virus,Homo sapiens,3
Nucleocytoviricota sp.,unidentified,2
Nucleorhabdovirus SR/Kadapa,Sorghum,1
Nucleorhabdovirus SR/Kurnool,Sorghum,2
Nucleorhabdovirus SR/Tirupati,Sorghum,1
Nudaurelia capensis beta virus,Haemaphysalis longicornis,1
Nudaurelia capensis omega virus,Gonimbrasia cytherea,23
Nufsystermes virus,Mastotermes darwiniensis,4
Nuihimevirus lutadaptatum,activated sludge metagenome,1
Nuksystermes virus,Heterotermes ferox,2
Nuomin virus,Bos taurus,2
Nuomin virus,Homo sapiens,11
Nuomin virus,Ixodes crenulatus,4
Nuomin virus,Ixodes persulcatus,13
Nuomin virus,Ovis aries,3
Nuyav virus,Ochlerotatus dorsalis,1
Nyamanini nyavirus,Acari,2
Nyamuk partiti-like virus,Aedes aegypti,2
Nyando orthobunyavirus,Aedes sp.,3
Nyando orthobunyavirus,Anopheles funestus,10
Nyando orthobunyavirus,Chiroptera,3
Nyando orthobunyavirus,Culicidae,3
Nyando orthobunyavirus,Eretmapodites,3
Nyangole orthobunyavirus,Homo sapiens,3
Nyavirus nyamaniniense,Bubulcus ibis,1
Nyctalus lasiopterus betaherpesvirus 1,Nyctalus lasiopterus,2
Nyctalus lasiopterus gammaherpesvirus 1,Nyctalus lasiopterus,1
Nyctalus leisleri betaherpesvirus 1,Nyctalus leisleri,2
Nyctalus leisleri gammaherpesvirus 1,Nyctalus leisleri,1
Nyctalus noctula betaherpesvirus 1,Nyctalus noctula,1
Nyctalus velutinus alphacoronavirus SC-2013,Nyctalus velutinus,2
Nycteribia kolenatii rhabdovirus 1,Nycteribia kolenatii,1
Nycteribia schmidlii rhabdovirus 1,Nycteribia schmidlii,1
Nycteribia schmidlii rhabdovirus 2,Nycteribia schmidlii,1
Nycteribia schmidlii rhabdovirus 3,Nycteribia schmidlii,1
Nycteribia schmidlii rhabdovirus 4,Nycteribia schmidlii,1
Nycticebus coucang betaherpesvirus 1,Nycticebus coucang,1
Nyctophilus geoffroyi adenovirus,Nyctophilus geoffroyi,1
Nyctophilus gouldi adenovirus,Nyctophilus gouldi,1
Nylanderia fulva virus 1,Nylanderia fulva,2
Nylanderia fulva virus 1,Solenopsis invicta,3
Nymphaea alba virus 1,Nymphaea alba,1
Nymphalis io nucleopolyhedrovirus,Nymphalis io,5
Nymphoides mastrevirus A,Nymphoides peltata,2
O'Leary virus,Pygoscelis adeliae,1
Oak betaflexivirus 1,Quercus castanea,1
Oat blue dwarf virus,Avena sp.,1
Oat dwarf virus,Avena sativa,2
Oat golden stripe virus,Avena sativa,4
Oat golden stripe virus,Avena sp.,1
Oat mosaic virus,Avena sativa,4
Oat necrotic mottle virus,Poa pratensis,2
Oat sterile dwarf virus,Avena sativa,1
Oat sterile dwarf virus,Javesella pellucida,1
Oates virus,Pygoscelis antarcticus,1
Oberland virus,Perca fluviatilis,1
Obodhiang ephemerovirus,Mansonia uniformis,3
Obscuruvirus quintum,Psorophora albipes,1
Oceanospirillum phage vB_OliS_GJ44,Oceanospirillum,1
Oceanospirillum phage vB_OsaM_PD0307,Oceanospirillum sanctuarii,1
Oceshuvirus lutenecus,activated sludge metagenome,1
Ochlerotatus caspius flavivirus,Aedes,9
Ochlerotatus caspius flavivirus,Ochlerotatus caspius,3
Ochlerotatus caspius rhabdovirus 1,Ochlerotatus caspius,1
Ochlerotatus caspius rhabdovirus 2,Ochlerotatus caspius,1
Ochlerotatus flavivirus,Culicidae,2
Ochlerotatus scapularis flavivirus,Ochlerotatus sp.,1
Ochrobactrum phage POA1180,Brucella anthropi,1
Ochrobactrum phage POI1126,Brucella intermedia,1
Ochrobactrum phage vB_OspM_OC,Ochrobactrum sp. POC9,1
Ochrobactrum phage vB_OspP_OH,Ochrobactrum sp. POC9,1
Ocimum basilicum RNA virus 1,Ocimum basilicum,2
Ocimum basilicum RNA virus 2,Ocimum basilicum,2
Ocimum basilicum potyvirus,Ocimum basilicum,1
Ocimum golden mosaic virus,Ocimum gratissimum,5
Ocimum leaf curl virus,Ocimum,1
Ocimum mosaic virus,Ocimum gratissimum,3
Ocimum potyvirus,Ocimum gratissimum,1
Ocimum yellow vein virus,Ocimum gratissimum,8
Ociwvivirus luticola,activated sludge metagenome,1
Octadecabacter Antarctic BD virus 1,Octadecabacter,1
Octadecabacter Antarctic DB virus 2,Octadecabacter,1
Odaw virus,Rhipicephalus,6
Odiravirus lutihabitans,activated sludge metagenome,1
Odobenus rosmarus divergens herpesvirus,Odobenus rosmarus divergens,2
Odocoileus hemionus endogenous retrovirus,Odocoileus hemionus,2
Odonata-associated circular virus-1,Ischnura ramburii,2
Odonata-associated circular virus-10,Libellula quadrimaculata,2
Odonata-associated circular virus-11,Erythemis simplicicollis,2
Odonata-associated circular virus-12,Libellula quadrimaculata,1
Odonata-associated circular virus-13,Libellula quadrimaculata,2
Odonata-associated circular virus-14,Erythrodiplax fusca,2
Odonata-associated circular virus-15,Libellula quadrimaculata,2
Odonata-associated circular virus-16,Libellula quadrimaculata,2
Odonata-associated circular virus-17,Libellula quadrimaculata,2
Odonata-associated circular virus-18,Libellula quadrimaculata,3
Odonata-associated circular virus-18,Libellula saturata,2
Odonata-associated circular virus-19,Libellula quadrimaculata,2
Odonata-associated circular virus-19,Pachydiplax longipennis,1
Odonata-associated circular virus-2,Ischnura posita,2
Odonata-associated circular virus-20,Erythemis simplicicollis,1
Odonata-associated circular virus-3,Ischnura ramburii,2
Odonata-associated circular virus-4,Ischnura posita,2
Odonata-associated circular virus-6,Libellula quadrimaculata,1
Odonata-associated circular virus-7,Libellula quadrimaculata,2
Odonata-associated circular virus-8,Libellula quadrimaculata,2
Odonata-associated circular virus-9,Erythemis simplicicollis,2
Odonatan anphe-related virus OKIAV59,Cordulegaster boltonii,1
Odonatan chu-related virus OKIAV136,Diphlebia lestoides,1
Odonatan chu-related virus OKIAV137,Austroargiolestes icteromelas,1
Odonatan flavi-related virus,Hemiphlebia mirabilis,1
Odonatan flavi-related virus,Orthetrum albistylum,1
Odonatavirus fabricii,Odonata,2
Odonatavirus fabricii,Orthetrum chrysostigma,1
Odonate anphevirus,Odonata,2
Odonate arlivirus,Odonata,2
Odonate orthophasmavirus,Odonata,6
Odonate peropuvirus,Odonata,2
Odontoglossum ringspot virus,Aeridinae,1
Odontoglossum ringspot virus,Arachnis x Vanda,2
Odontoglossum ringspot virus,Barkeria,1
Odontoglossum ringspot virus,Bulbophyllum,1
Odontoglossum ringspot virus,Calanthe,1
Odontoglossum ringspot virus,Calanthe discolor,1
Odontoglossum ringspot virus,Calanthe sylvatica,1
Odontoglossum ringspot virus,Cattleya,2
Odontoglossum ringspot virus,Chenopodium amaranticolor,1
Odontoglossum ringspot virus,Cleisostoma racemiferum,1
Odontoglossum ringspot virus,Cymbidium,12
Odontoglossum ringspot virus,Cymbidium dayanum,1
Odontoglossum ringspot virus,Cymbidium elegans,1
Odontoglossum ringspot virus,Cymbidium ensifolium,18
Odontoglossum ringspot virus,Cymbidium faberi,2
Odontoglossum ringspot virus,Cymbidium goeringii,28
Odontoglossum ringspot virus,Cymbidium hookerianum,1
Odontoglossum ringspot virus,Cymbidium hybrid cultivar,4
Odontoglossum ringspot virus,Cymbidium kanran,1
Odontoglossum ringspot virus,Cymbidium lancifolium,1
Odontoglossum ringspot virus,Cymbidium sinense,5
Odontoglossum ringspot virus,Dendrobium,18
Odontoglossum ringspot virus,Epidendrum,3
Odontoglossum ringspot virus,Geodorum,1
Odontoglossum ringspot virus,Laelia,3
Odontoglossum ringspot virus,Nicotiana tabacum,13
Odontoglossum ringspot virus,Oncidium,20
Odontoglossum ringspot virus,Oncidium hybrid cultivar,1
Odontoglossum ringspot virus,Orchidaceae,10
Odontoglossum ringspot virus,Phalaenopsis,27
Odontoglossum ringspot virus,Phalaenopsis amabilis,1
Odontoglossum ringspot virus,Phalaenopsis sp.,3
Odontoglossum ringspot virus,Pyrus pyrifolia,2
Odontoglossum ringspot virus,Vanda cristata,1
Odontoglossum ringspot virus,Vanilla planifolia,5
Odorna virus,Aedes aegypti,1
Oecomys bicolor paramyxovirus,Oecomys bicolor,1
Oecomys bicolor polyomavirus,Oecomys bicolor,1
Oekfovirus lutivicinum,activated sludge metagenome,1
Oenoccocus phage fOgPSU1,Oenococcus oeni,1
Oenococcus phage EGM-2013,Oenococcus oeni,25
Oenococcus phage fOg30,Oenococcus oeni,1
Oenococcus phage fOg44,Oenococcus,1
Oenococcus phage fOg44,Oenococcus oeni,2
Oenococcus phage foe1,Oenococcus oeni,3
Oenococcus phage foe17,Oenococcus oeni,1
Oenococcus phage foe2,Oenococcus oeni,3
Oenococcus phage foe20,Oenococcus oeni,1
Oenococcus phage foe21,Oenococcus oeni,2
Oenococcus phage foe22,Oenococcus oeni,1
Oenococcus phage foe25,Oenococcus oeni,1
Oenococcus phage foe26,Oenococcus oeni,3
Oenococcus phage foe29,Oenococcus oeni,3
Oenococcus phage foe3,Oenococcus oeni,2
Oenococcus phage foe31,Oenococcus oeni,1
Oenococcus phage foe33,Oenococcus oeni,1
Oenococcus phage foe34,Oenococcus oeni,1
Oenococcus phage foe35,Oenococcus oeni,1
Oenococcus phage foe37,Oenococcus oeni,4
Oenococcus phage phiOE33PA,Oenococcus oeni,1
Oenococcus phage vB_OeS_unk162,Oenococcus oeni,1
Oenococcus virus phi9805,Oenococcus,2
Oenococcus virus phiS11,Oenococcus oeni,2
Oenococcus virus phiS13,Oenococcus oeni,2
Ogsystermes virus,Occasitermes,2
Ohio dicistro-like virus,Dermatophagoides pteronyssinus,2
Ohio negev-like virus 1,Dermatophagoides pteronyssinus,1
Ohio negev-like virus 2,Dermatophagoides pteronyssinus,1
Ohlsdorf ohlsrhavirus,Ochlerotatus cantans,7
Ohlsrhavirus ohlsdorf,Ochlerotatus excrucians,2
Ohlsrhavirus pseudovishnui,Culex tritaeniorhynchus,1
Ohshima virus,Haemaphysalis hystricis,6
Oidiodendron maius splipalmivirus 1,Oidiodendron maius,4
Oita ledantevirus,Rhinolophus cornutus,3
Oita rhabdovirus 296/1972,Rhinolophus cornutus,1
Okahandja mammarenavirus,Micaelamys namaquensis,9
Okapia johnstoni papillomavirus 1,Okapia johnstoni,1
Okhotskiy virus,Ixodes uriae,25
Okola virus,Eretmapodites chrysogaster,3
Okra curl leaf virus,Abelmoschus esculentus,1
Okra enation leaf curl betasatellite,Abelmoschus esculentus,19
Okra enation leaf curl betasatellite,Abelmoschus manihot subsp. tetraphyllus,2
Okra enation leaf curl betasatellite,Abelmoschus manihot var. tetraphyllus,1
Okra enation leaf curl betasatellite,Abelmoschus moschatus,1
Okra enation leaf curl virus,Abelmoschus angulosus,1
Okra enation leaf curl virus,Abelmoschus esculentus,149
Okra enation leaf curl virus,Abelmoschus manihot subsp. tetraphyllus,4
Okra enation leaf curl virus,Abelmoschus moschatus,1
Okra enation leaf curl virus,Carica papaya,7
Okra enation leaf curl virus,Cyamopsis tetragonoloba,1
Okra enation leaf curl virus,Gossypium hirsutum,1
Okra enation leaf curl virus,Hibiscus cannabinus,1
Okra enation leaf curl virus,Ipomoea batatas,1
Okra enation leaf curl virus,Solanum melongena,1
Okra leaf curl Cameroon virus,Abelmoschus esculentus,3
Okra leaf curl India virus,Abelmoschus esculentus,3
Okra leaf curl Mali alphasatellite-Cameroon,Abelmoschus esculentus,2
Okra leaf curl Mali alphasatellite-Cameroon,Ageratum conyzoides,1
Okra leaf curl Mali virus satellite DNA beta,Abelmoschus esculentus,14
Okra leaf curl Oman betasatellite,Abelmoschus esculentus,2
Okra leaf curl Oman virus,Abelmoschus esculentus,3
Okra leaf curl alphasatellite,Abelmoschus esculentus,24
Okra leaf curl alphasatellite,Abelmoschus moschatus,1
Okra leaf curl alphasatellite,Althaea,1
Okra leaf curl alphasatellite,Amaranthus hybridus,1
Okra leaf curl alphasatellite,Capsicum,7
Okra leaf curl alphasatellite,Capsicum annuum,1
Okra leaf curl alphasatellite,Capsicum frutescens,1
Okra leaf curl alphasatellite,Croton bonplandianus,13
Okra leaf curl alphasatellite,Cucumis sativus,1
Okra leaf curl alphasatellite,Gossypium,3
Okra leaf curl alphasatellite,Gossypium hirsutum,33
Okra leaf curl alphasatellite,Helianthus annuus,1
Okra leaf curl alphasatellite,Jasminum sambac,1
Okra leaf curl alphasatellite,Malus pumila,4
Okra leaf curl alphasatellite,Populus alba,15
Okra leaf curl alphasatellite,Raphanus sativus,1
Okra leaf curl alphasatellite,Sesbania,1
Okra leaf curl alphasatellite,Solanum lycopersicum,1
Okra leaf curl betasatellite,Abelmoschus esculentus,34
Okra leaf curl betasatellite,Cucurbita,1
Okra leaf curl betasatellite,Gossypium hirsutum,1
Okra leaf curl betasatellite,Gossypium thurberi,2
Okra leaf curl betasatellite,Sinapis arvensis,1
Okra leaf curl betasatellite,Solanum lycopersicum,2
Okra leaf curl betasatellite,Sonchus arvensis,1
Okra leaf curl virus,Abelmoschus esculentus,8
Okra mottle virus,Abelmoschus esculentus,5
Okra mottle virus,Glycine max,2
Okra yellow crinkle Cameroon alphasatellite,Abelmoschus esculentus,8
Okra yellow crinkle virus,Abelmoschus esculentus,31
Okra yellow crinkle virus,Ageratum conyzoides,1
Okra yellow crinkle virus,Asystasia gangetica,3
Okra yellow crinkle virus,Capsicum annuum,4
Okra yellow crinkle virus,Citrullus lanatus subsp. vulgaris,1
Okra yellow mosaic Mexico virus,Abelmoschus esculentus,12
Okra yellow mosaic Mexico virus,Abutilon permolle,1
Okra yellow mosaic Mexico virus,Anoda cristata,1
Okra yellow mosaic Mexico virus,Corchorus siliquosus,1
Okra yellow mosaic Mexico virus,Herissantia,1
Okra yellow mosaic Mexico virus,Herissantia crispa,1
Okra yellow mosaic Mexico virus,Hibiscus sabdariffa,8
Okra yellow mosaic Mexico virus,Malachra fasciata,5
Okra yellow mosaic Mexico virus,Sida acuta,5
Okra yellow mosaic Mexico virus,Sida aggregata,5
Okra yellow mosaic Mexico virus,Sida collina,5
Okra yellow mosaic Mexico virus,Sida haenkeana,5
Okra yellow mosaic Mexico virus,Sida rhombifolia,3
Okra yellow mottle virus,Abelmoschus esculentus,13
Okra yellow vein disease associated sequence,Abelmoschus esculentus,3
Okra yellow vein mosaic virus,Abelmoschus esculentus,8
Okra yellow vein mosaic virus satellite DNA beta,Abelmoschus esculentus,3
Okutama tick virus,Haemaphysalis,1
Okutama tick virus,Haemaphysalis flava,12
Okutama tick virus 34,Haemaphysalis flava,2
Old Port virus,Arthropoda,5
Old quarry swamp virus,Ixodes holocyclus,5
Olea europaea geminivirus,Olea,2
Olea europaea geminivirus,Olea europaea,105
Olene mendosa nucleopolyhedrovirus,Olene mendosa,1
Olifantsvlei orthobunyavirus,Culex pipiens,3
Oligodon snake nidovirus 1,Oligodon formosanus,2
Olive latent ringspot virus,Olea,5
Olive latent virus 1,Citrus,1
Olive latent virus 1,Nicotiana tabacum,1
Olive latent virus 1,Olea,21
Olive latent virus 1,Olea europaea,2
Olive latent virus 1,Solanum lycopersicum,5
Olive latent virus 2,Olea,4
Olive latent virus 2,Ricinus communis,2
Olive latent virus 3,Olea europaea,1
Olive leaf yellowing-associated virus,Olea,14
Olive leaf yellowing-associated virus,Olea europaea,208
Olive mild mosaic virus,Chenopodium quinoa,1
Olive mild mosaic virus,Hyacinthus,2
Olive mild mosaic virus,Nicotiana benthamiana,1
Olive mild mosaic virus,Olea,37
Olive mild mosaic virus,Olea europaea,5
Olive mild mosaic virus,Spinacia oleracea,1
Olive mild mosaic virus,Tulipa,13
Olive mild mosaic virus,Tulipa hybrid cultivar,2
Olive mild mosaic virus,Valerianella locusta,41
Olive viral satellite RNA,Olea europaea,3
Olive virus T,Olea,2
Olive virus T,Olea europaea,12
Oliveros mammarenavirus,Necromys lasiurus,3
Olivier's shrew virus 2,Crocidura olivieri,1
Olivier's shrew virus 3,Crocidura olivieri,1
Olleya phage Harreka_1,Olleya sp. HaHaR_3_96,2
Ollusvirus coleopteri,Coleoptera,2
Ollusvirus culvertonense,Macropsylla hercules,1
Ollusvirus scaldisense,Insecta,1
Ollusvirus scaldisense,Osmia cornuta,1
Ollusvirus taiyuanense,Psammotettix alienus,1
Olluvirus shayangense,Atherigona orientalis,2
Omdraaivlei virus,Myotomys unisulcatus,2
Omikronpapillomavirus 1,Phocoena phocoena,2
Omikronpapillomavirus 1,Phocoena spinipinnis,2
Omikronpapillomavirus 1,Tursiops truncatus,3
Omohevirus peladaptatum,activated sludge metagenome,1
Omono River virus,Aedes albopictus,1
Omono River virus,Culex inatomii,1
Omono River virus,Culex pipiens pallens,1
Omono River virus,Culex tritaeniorhynchus,1
Omono River virus,Culex vishnui,2
Omphalodes virus Y,Omphalodes,1
Omsk hemorrhagic fever virus,Androlaelaps casalis,2
Omsk hemorrhagic fever virus,Culicidae,1
Omsk hemorrhagic fever virus,Dermacentor marginatus,2
Omsk hemorrhagic fever virus,Dermacentor reticulatus,4
Omsk hemorrhagic fever virus,Homo sapiens,5
Omsk hemorrhagic fever virus,Microtus oeconomus,3
Omsk hemorrhagic fever virus,Mus musculus,1
