Species,Collection_Date,Count
Myotis Bat Alphacoronavirus strain YNXY_34C,2013.0,1
Myriapod hubavirus,2013.0,9
Myotis Bat Alphacoronavirus strain YNXY_45C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_46C,2013.0,1
Myoviridae sp. ctzwE5,2013.0,66
Myotis Bat Alphacoronavirus strain YNXY_47C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_48C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_50C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_44C,2013.0,1
Myotis Bat Alphacoronavirus strain MJ_26C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_33C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_21C,2013.0,1
Myotis Bat Alphacoronavirus strain MJ_2C,2013.0,1
Myotis Bat Alphacoronavirus strain MJ_51C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_10C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_11C,2013.0,1
Potato leafroll virus,2013.0,26
Myotis Bat Alphacoronavirus strain YNXY_12C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_31C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_13C,2013.0,1
Port Bolivar virus,2013.0,2
Myotis Bat Alphacoronavirus strain YNXY_16C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_17C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_18C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_19C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_20C,2013.0,1
Myotis Bat Alphacoronavirus strain YNXY_15C,2013.0,1
Nayun tick rhabdovirus,2013.0,1
Cherry mottle leaf virus,2013.0,40
Chaerephon bat coronavirus/Kenya/KY22/2006,2013.0,38
Astrovirus PREDICT MAstV-128,2013.0,1
Rhizoctonia solani endornavirus 5,2013.0,1
Rhizoctonia solani endornavirus 6,2013.0,1
Astrovirus PREDICT MAstV-127,2013.0,1
Astrovirus PREDICT MAstV-126,2013.0,4
Rhizoctonia solani endornavirus 7,2013.0,1
Rhizoctonia solani flexi-like virus 1,2013.0,1
Cauliflower mosaic virus,2013.0,12
Astrovirus PREDICT MAstV-125,2013.0,10
Siphoviridae sp. ctwWa4,2013.0,65
Astrovirus PREDICT MAstV-122,2013.0,6
Astrovirus PREDICT MAstV-118,2013.0,1
Rhizoctonia solani fusarivirus 1,2013.0,4
Rhizoctonia solani fusarivirus 2,2013.0,4
Caudovirales sp. ctqPn17,2013.0,92
Mycobacterium phage QuinnKiro,2013.0,87
Astrovirus PREDICT MAstV-117,2013.0,1
Mycobacterium phage Pumbaa,2013.0,89
Wuhan spider virus 5,2013.0,8
Acanthamoeba polyphaga mimivirus,2013.0,969
Mycobacterium phage Purky,2013.0,168
Wuhan spider virus 4,2013.0,8
Wuhan spider virus 3,2013.0,2
Caulobacter virus Lullwater,2013.0,104
Rhizoctonia solani hypovirus 1,2013.0,1
Caudovirales sp. ctUL28,2013.0,88
Macacine gammaherpesvirus 4,2013.0,30
Rhizoctonia solani fusarivirus 3,2013.0,1
Astrovirus PREDICT MAstV-111,2013.0,2
Astrovirus PREDICT MAstV-112,2013.0,1
Astrovirus PREDICT MAstV-113,2013.0,1
Dioscorea mosaic associated virus,2013.0,2
Astrovirus PREDICT MAstV-137,2013.0,1
Astrovirus VA1/HMO-C,2013.0,4
Rhizoctonia solani endornavirus 4,2013.0,1
Hantavirus FL-2014,2013.0,5
Nipah henipavirus,2013.0,83
Siphoviridae sp. cts2b7,2013.0,4
Wuhan sigmavirus,2013.0,18
Rhizoctonia solani bunya/phlebo-like virus 1,2013.0,1
Rhizoctonia solani bipartite-like virus 1,2013.0,3
Rhizoctonia solani dsRNA virus 10,2013.0,2
Mycobacterium phage Roscoe,2013.0,100
Mycobacterium phage Rubeus,2013.0,88
Hantaan orthohantavirus,2013.0,61
Niminivirus,2013.0,4
Wuhan pillworm virus 4,2013.0,1
Siphoviridae sp. ctr8v12,2013.0,100
Wuhan pillworm virus 3,2013.0,6
Rhizoctonia solani beny-like virus 1,2013.0,2
Rhizoctonia solani hypovirus 2,2013.0,2
Wuhan spider virus 10,2013.0,2
Vaccinia virus,2013.0,215
Mycobacterium phage Rem711,2013.0,170
Macacine betaherpesvirus 3,2013.0,8
Potato mop-top virus,2013.0,16
Rhizoctonia solani dsRNA virus 9,2013.0,1
Vanilla distortion mosaic virus,2013.0,3
Tomato yellow leaf curl Shuangbai virus,2013.0,7
Wuhan spider virus 2,2013.0,2
Rhizoctonia solani dsRNA virus 8,2013.0,1
Cell fusing agent virus,2013.0,4
Rhizoctonia solani dsRNA virus 7,2013.0,1
Rhizoctonia solani dsRNA virus 6,2013.0,1
Norovirus sp.,2013.0,12
Vallota speciosa potyvirus - SKR-2013,2013.0,2
Astrovirus sp.,2013.0,29
North American arenavirus strain P0070018,2013.0,1
Caudovirales sp. ct7oE3,2013.0,32
Astrovirus MLB2,2013.0,2
Rhizoctonia solani hypovirus 3,2013.0,2
Astrovirus BatAstV M.nat/GER,2013.0,3
Acerodon celebensis polyomavirus 2,2013.0,8
Noumeavirus,2013.0,904
Astrovirus BatAstV P.aur/GER,2013.0,1
Varroa destructor Macula-like virus,2013.0,1
Rhizoctonia solani mitovirus 11,2013.0,1
Sitobion miscanthi flavi-like virus 1,2013.0,1
Acerodon celebensis polyomavirus 1,2013.0,8
virus sp. ctoYX9,2013.0,78
Norway rat pegivirus,2013.0,12
Norway rat kobuvirus 2,2013.0,2
Norway rat kobuvirus 1,2013.0,26
Mycobacterium phage Phusco,2013.0,232
Catharanthus mosaic virus,2013.0,2
Norway rat pestivirus,2013.0,1
Simian mastadenovirus F,2013.0,4
Nova mobatvirus,2013.0,141
Hawaiian cetacean morbillivirus,2013.0,2
Astrovirus BAstV/BS50/HUN/2013,2013.0,1
Simian immunodeficiency virus,2013.0,3297
Astrovirus BAstV/Bb1/HUN/2013,2013.0,1
Astrovirus BAstV/M44/HUN/2013,2013.0,1
Mycobacterium phage Phatniss,2013.0,202
Astrovirus BAstV/V9/HUN/2013,2013.0,1
Tomato yellow leaf curl China virus,2013.0,6
Slow bee paralysis virus,2013.0,2
Wuhan yingvirus,2013.0,4
Heartland bandavirus,2013.0,4
Astrovirus BatAstV M.bech/GER,2013.0,2
Tomato yellow leaf curl betasatellite,2013.0,5
Astrovirus BatAstV M.daub/GER,2013.0,6
Skeletonema virus LDF-2015a,2013.0,17
Cherry virus F,2013.0,7
Longquan Rl rat coronavirus,2013.0,24
Norway rat arterivirus,2013.0,2
Simian mastadenovirus sp.,2013.0,15
Caudovirales sp.,2013.0,2661
Astrovirus MLB1,2013.0,31
Diaemus bat paramyxovirus,2013.0,18
Hanyang virus,2013.0,1
Diphylla ecaudata gammaherpesvirus,2013.0,3
virus sp. ctuWX8,2013.0,21
Harbour porpoise rhabdovirus,2013.0,5
Mycobacterium phage Power,2013.0,95
Wuhan spider virus 8,2013.0,8
Hantavirus Zhangmu01,2013.0,2
Caudovirales sp. ct0YK8,2013.0,86
Caudovirales sp. ct0jG3,2013.0,80
Wuhan spider virus 7,2013.0,2
Wuhan spider virus 6,2013.0,8
Wuhan spider virus 9,2013.0,8
Tomato yellow leaf curl Kanchanaburi virus,2013.0,40
Astrovirus HK-2014,2013.0,3
Longquan Aa mouse coronavirus,2013.0,91
Woolly monkey sarcoma virus,2013.0,3
Porcine torovirus,2013.0,2
Long Pine Key virus,2013.0,8
Mycobacterium phage Pipcraft,2013.0,85
Catharanthus yellow mosaic virus,2013.0,12
Harkavirus A,2013.0,3
Siriri virus,2013.0,1
Mycobacterium phage Piro94,2013.0,188
Rhizoctonia solani mitovirus 10,2013.0,1
Mycobacterium phage Pocahontas,2013.0,86
Longchuang virus,2013.0,3
Rhinolophus Bat Alphacoronavirus strain MJ_69C,2013.0,1
Norwalk virus,2013.0,3622
Rhizoctonia solani mitovirus 1,2013.0,1
Longchuan virus,2013.0,6
Chicken anemia virus,2013.0,102
Ceratobasidium endornavirus G,2013.0,4
Ceratobasidium endornavirus-like,2013.0,4
Mycobacterium phage Wiggin,2013.0,147
Porprismacovirus goas1,2013.0,2
Lousefly sigmavirus,2013.0,10
Cetacean alphaherpesvirus,2013.0,1
Cestrum yellow leaf curling virus,2013.0,6
Cestrum leaf curl Islamabad virus,2013.0,6
Gossypium mustelinum symptomless alphasatellite,2013.0,1
Cherry rusty mottle associated virus,2013.0,63
Mycobacterium phage Weiss13,2013.0,100
Aurora borealis virus,2013.0,2
Porprismacovirus flas1,2013.0,4
Mycobacterium phage VohminGhazi,2013.0,200
Wuhan nido-like virus 1,2013.0,6
Gossypium darwinii symptomless alphasatellite,2013.0,15
Cherry twisted leaf associated virus,2013.0,42
Gorilla beringei beringei rhadinovirus 1,2013.0,2
Uukuniemi phlebovirus,2013.0,10
Mycobacterium phage Tortoise16,2013.0,231
Gordonia virus Vendetta,2013.0,316
Rhinolophus ferrumequinum alphacoronavirus HuB-2013,2013.0,20
Mycobacterium phage Tripl3t,2013.0,91
Mycobacterium phage Trooper,2013.0,95
Wuhan pillworm virus 1,2013.0,8
Loxodonta africana polyomavirus 1,2013.0,1
Mycobacterium phage Tuco,2013.0,148
Mycobacterium phage Twitch,2013.0,96
Gorilla beringei beringei cytomegalovirus,2013.0,1
Wuchang cockroach orthophasmavirus 1,2013.0,6
Gorilla beringei beringei cytomegalovirus 1,2013.0,5
Gorilla beringei beringei cytomegalovirus 2,2013.0,5
Gorilla beringei beringei lymphocryptovirus 1,2013.0,5
Uukuniemi uukuvirus,2013.0,2
Mycobacterium phage Wooldri,2013.0,92
Lysoka partitivirus,2013.0,9
Cherry rasp leaf virus,2013.0,1
Mycobacterium phage Yunkel11,2013.0,200
Grapevine Red Globe virus,2013.0,1
Digera arvensis yellow vein betasatellite,2013.0,1
Mycobacterium phage Zapner,2013.0,216
Siphoviridae sp. ctlHU7,2013.0,70
Mycobacterium phage ZenTime222,2013.0,67
Porprismacovirus humas1,2013.0,4
Mycobacterium phage Zephyr,2013.0,92
Halomonas phage QHHSV-1,2013.0,69
Cetacean poxvirus 2,2013.0,2
Mycobacterium phage Zerg,2013.0,208
Mycobacterium phage Zetzy,2013.0,162
Mycobacterium phage Zeuska,2013.0,93
Wuhan ledantevirus,2013.0,10
Wuhan millipede virus 3,2013.0,4
Rhinolophus blasii polyomavirus 2,2013.0,12
Lucheng Rn rat coronavirus,2013.0,12
Nebovirus sp.,2013.0,1
Rhinolophus hipposideros gammaretrovirus,2013.0,3
Gouleako goukovirus,2013.0,4
Rhinolophus monoceros coronavirus,2013.0,4
Lysoka partiti-like virus,2013.0,32
Grampus griseus alphaherpesvirus,2013.0,1
Nectarine stem pitting associated virus,2013.0,10
Mycobacterium phage Yecey3,2013.0,200
Nectarine marafivirus M,2013.0,1
Necromys lasiurus Hepatitis E virus,2013.0,2
Grapevine Cabernet Sauvignon reovirus,2013.0,10
Siphoviridae sp. ctmP19,2013.0,53
Cetacean morbillivirus,2013.0,29
Salmonella phage SLMP1,2013.0,57
Grapevine Pinot gris virus,2013.0,72
Cherry necrotic rusty mottle virus,2013.0,105
Rhinolophus blasii polyomavirus 1,2013.0,7
Nephila clavipes virus 1,2013.0,2
Nephila clavipes virus 2,2013.0,8
Rhizoctonia solani alphavirus-like virus 1,2013.0,1
Rhizoctonia solani alphavirus-like 3,2013.0,1
Dinoroseobacter phage vB_DshP-R7L,2013.0,83
Wuchang Cockroach Virus 2,2013.0,1
Cherry virus A,2013.0,50
Rhizoctonia solani alphavirus-like 2,2013.0,1
Mycobacterium phage SamScheppers,2013.0,94
Neuropteran phenui-related virus OKIAV304,2013.0,1
Mycobacterium phage Seanderson,2013.0,90
Rhizoctonia oryzae-sativae mitovirus 1,2013.0,2
Gordonia virus Jace,2013.0,186
Ceratobasidium partitivirus CP-i,2013.0,1
Siphoviridae sp. ctoyp25,2013.0,7
Rhizoctonia magoulivirus 1,2013.0,3
Wuchang cockroach Virus 4,2013.0,2
Rhizoctonia fumigata partitivirus,2013.0,2
Rhizoctonia solani ambivirus 1,2013.0,2
Rhizoctonia solani barnavirus 1,2013.0,3
Ceratobasidium hypovirus A,2013.0,2
Hans Kompis virus,2013.0,2
Atlantic halibut reovirus,2013.0,16
Ceratobasidium mycovirus-like,2013.0,4
Atractylodes mild mottle virus,2013.0,12
Wuhan pillworm virus 2,2013.0,18
Rhizoctonia solani ambivirus 2,2013.0,2
Ceratobasidium partitivirus CP-a,2013.0,1
Simian-Human immunodeficiency virus,2013.0,779
Newlavirus,2013.0,12
Ceratobasidium partitivirus CP-c,2013.0,1
Ceratobasidium partitivirus CP-f,2013.0,1
Ceratobasidium partitivirus CP-g,2013.0,1
Ceratobasidium partitivirus CP-h,2013.0,1
Atractylodes mottle virus,2013.0,12
Ceratobasidium endornavirus H,2013.0,1
Rhizoctonia fumigata mycovirus 2,2013.0,2
Rhinolophus bat coronavirus BtCoV/4307-1,2013.0,1
Mycobacterium phage SwissCheese,2013.0,95
Avian paraavulavirus 4,2013.0,18
Cercopithecus kandti lymphocryptovirus,2013.0,1
Nephila orb-weaver spider adintovirus,2013.0,13
Nephila clavipes virus 6,2013.0,4
Mycobacterium phage TarsusIV,2013.0,92
Cercopithecus kandti cytomegalovirus,2013.0,1
Nephila clavipes virus 5,2013.0,1
Mycobacterium phage TeardropMSU,2013.0,143
Mycobacterium phage Thanksgivukkah,2013.0,88
Nephila clavipes virus 4,2013.0,6
Nephila clavipes virus 3,2013.0,4
Mycobacterium phage Tiffany,2013.0,178
Cercopithecus kandti rhadinovirus,2013.0,1
Mycobacterium phage Teardrop,2013.0,233
Rhizoctonia fumigata mycovirus,2013.0,6
Mycobacterium phage Swirley,2013.0,174
Mycobacterium phage SuperGrey,2013.0,206
Mycobacterium phage SirPhilip,2013.0,194
Mycobacterium phage SirSheldon,2013.0,138
Nerine yellow stripe virus,2013.0,5
Ceratobasidium partitivirus-like,2013.0,6
Rhinolophus bat coronavirus BtCoV/4307-2,2013.0,1
Rhinolophus bat coronavirus BtCoV/4991,2013.0,1
Mycobacterium phage SweetiePie,2013.0,190
Mycobacterium phage Smeagol,2013.0,90
Porprismacovirus SmaCV3BR291,2013.0,2
Siphoviridae sp. ctoRD1,2013.0,81
Rhinolophus bat coronavirus HKU2,2013.0,8
Mycobacterium phage Stinson,2013.0,96
Mycobacterium phage Sulley,2013.0,94
Mycobacterium phage SuperAwesome,2013.0,99
Lyssavirus rabies,2013.0,65
Rice black streaked dwarf virus,2013.0,327
Shrimp wenrivirus,2013.0,7
Hubei levi-like virus 4,2013.0,3
Bacillus phage SageFayge,2013.0,600
Decapod penstyldensovirus 1,2013.0,9
Canid alphaherpesvirus 1,2013.0,10
Papillomavirus Mystacina/New Zealand/2013/1,2013.0,1
Papillomavirus Mystacina/New Zealand/2013/3,2013.0,1
Papillomavirus PREDICT_PapV-1,2013.0,18
Malvastrum yellow mosaic virus,2013.0,18
Human bocavirus,2013.0,127
Bacillus phage Vinny,2013.0,297
Lepilemur pegivirus,2013.0,1
Rio Chico almendravirus,2013.0,6
Wild carrot motley leaf virus,2013.0,1
Shanbavirus A,2013.0,9
Papio hamadryas lymphocryptovirus 2,2013.0,1
Paprika mild mottle virus,2013.0,13
Rat picornavirus,2013.0,22
Canarypox virus,2013.0,3
Frugiperda betapaprhavirus,2013.0,12
Bacillus phage vB_BpsS-140,2013.0,66
Bacillus phage vB_BpsM-61,2013.0,75
Bacillus phage vB_BcoS-136,2013.0,238
Human coronavirus 229E,2013.0,29
Paramyxovirus IFBPV32/2012,2013.0,1
Circovirus sp.,2013.0,6
Paramyxovirus IFBPV25/2011/PREDICT-INDSWBT-139,2013.0,1
Fungal totivirus MpPl,2013.0,1
Paramyxovirus IFBPV25/2011/PREDICT-INDSWBT-123,2013.0,1
Fusarium andiyazi mitovirus 1,2013.0,3
Whitewater Arroyo mammarenavirus,2013.0,1
Paramyxoviridae sp.,2013.0,22
Aquareovirus C,2013.0,16
Paramyxovirus IFBPV25/2011/PREDICT-INDSWBT-129,2013.0,1
Acinetobacter phage vB_AbaP_CEB1,2013.0,1
Shangao tombus-like virus 1,2013.0,2
Canine astrovirus,2013.0,2
Muthill virus,2013.0,2
Duck astrovirus CPH,2013.0,3
Shayang fly virus 4,2013.0,2
Wild tomato mosaic virus,2013.0,5
untyped Human Mastadenovirus,2013.0,27
Wenzhou picorna-like virus 2,2013.0,6
Shayang Spider Virus 3,2013.0,1
Human betaherpesvirus 5,2013.0,3771
Wenzhou picorna-like virus 18,2013.0,2
Wenzhou picorna-like virus 17,2013.0,4
Canine circovirus,2013.0,43
Mycobacterium Phage Sparxx,2013.0,90
Bacillus phage Hobo,2013.0,263
Squash leaf curl virus,2013.0,35
Wenzhou picorna-like virus 19,2013.0,4
Shamrock chlorotic ringspot virus,2013.0,1
Squirrel mastadenovirus A,2013.0,58
Bacillus phage Nemo,2013.0,602
Tomato necrotic streak virus,2013.0,13
Bean yellow mosaic virus,2013.0,23
Papaya virus X,2013.0,1
Rattus norvegicus adenovirus,2013.0,11
Duck astrovirus GII.A,2013.0,12
Papaya umbra virus,2013.0,1
Wenzhou picorna-like virus 20,2013.0,4
Malvastrum leaf curl Guangdong virus,2013.0,5
Canine bocavirus,2013.0,3
unidentified simian adenovirus,2013.0,6
Bacillus phage NotTheCreek,2013.0,592
Human betaherpesvirus 6A,2013.0,1
Bacillus phage Nigalana,2013.0,604
Papaya ringspot virus,2013.0,77
Arabis mosaic virus,2013.0,8
Bacillus phage vB_BpsS-36,2013.0,68
Frog virus 3,2013.0,122
Paramyxovirus PREDICT_PMV-13,2013.0,15
Wenzhou picorna-like virus 21,2013.0,4
Paramyxovirus PREDICT_PMV-37,2013.0,1
Lepidopteran hudovirus,2013.0,6
Paramyxovirus PREDICT_PMV-36,2013.0,1
Malvastrum yellow vein Lahore virus,2013.0,12
Fox fecal bunyavirus,2013.0,2
Wenzhou picorna-like virus 22,2013.0,2
Human feces pecovirus,2013.0,2
Fox fecal picobirnavirus,2013.0,2
Bacillus virus Bp8pC,2013.0,844
Paramyxovirus PREDICT_PMV-35,2013.0,1
Shallot virus S,2013.0,6
Fox fecal rhabdovirus,2013.0,16
Fox kobuvirus,2013.0,2
Fox fecal kobuvirus,2013.0,1
Malvastrum yellow vein Honghe virus,2013.0,22
Camel papillomavirus,2013.0,1
Paramyxovirus PREDICT_PMV-38,2013.0,1
Porcine circovirus 3,2013.0,23
Human gammaherpesvirus 4,2013.0,9316
Paramyxovirus PREDICT_PMV-44,2013.0,2
Paramyxovirus PREDICT_PMV-43,2013.0,1
Paramyxovirus PREDICT_PMV-42,2013.0,1
Camel associated porprismacovirus 2,2013.0,4
Citrus endogenous pararetrovirus,2013.0,11
Camel associated porprismacovirus 3,2013.0,4
Fowlpox virus,2013.0,286
Paramyxovirus PREDICT_PMV-41,2013.0,1
Camel contagious ecthyma virus,2013.0,13
Paramyxovirus PREDICT_PMV-40,2013.0,2
Murine coronavirus,2013.0,412
Paramyxovirus PREDICT_PMV-39,2013.0,2
Camel associated porprismacovirus 4,2013.0,4
Duck associated cyclovirus 1,2013.0,12
Paramyxovirus PREDICT_PMV-29,2013.0,1
Staphylococcus virus P1105,2013.0,138
Murine respirovirus,2013.0,2
Bacillus virus AvesoBmore,2013.0,602
Human coronavirus NL63,2013.0,45
Decapod hepandensovirus 1,2013.0,1
Paramyxovirus PREDICT_PMV-15,2013.0,2
Apteryx rowi circovirus-like virus,2013.0,4
Duck calicivirus,2013.0,2
Camponotus yamaokai virus,2013.0,4
Staphylococcus phage StAP1,2013.0,192
Porcine circovirus-like virus P1,2013.0,4
Bacillus virus 125,2013.0,160
Bacillus phage vB_BpuM-BpSp,2013.0,318
Human coronavirus HKU1,2013.0,46
Turnip mosaic virus,2013.0,51
Rat astrovirus,2013.0,12
Human enterovirus,2013.0,181
Shallot virus X,2013.0,37
Duck circovirus,2013.0,48
Paramyxovirus PREDICT_PMV-25,2013.0,1
Staphylococcus virus B236,2013.0,134
Citrullus lanatus partitivirus,2013.0,2
Bean rugose mosaic virus,2013.0,4
Freesia sneak ophiovirus,2013.0,10
Paramyxovirus PREDICT_PMV-177,2013.0,1
Rio Negro virus,2013.0,1
Raspberry leaf blotch emaravirus,2013.0,2
French bean severe leaf curl virus,2013.0,7
Human cosavirus E/D,2013.0,1
Citrobacter virus CFP1,2013.0,86
Raspberry ringspot virus,2013.0,5
unidentified human coronavirus,2013.0,6
Human cosavirus,2013.0,6
Tomato mottle wrinkle virus,2013.0,12
Papaya leaf distortion mosaic virus,2013.0,1
Squash leaf curl Philippines virus,2013.0,56
Wenzhou picorna-like virus 16,2013.0,2
Bee Macula-like virus,2013.0,2
Wenzhou noda-like virus 7,2013.0,2
Lettuce chordovirus 1,2013.0,4
Red-fronted lemur adenovirus 1,2013.0,1
Red-fronted lemur adenovirus 2.1,2013.0,1
Red-fronted lemur adenovirus 2.2,2013.0,1
Beauveria bassiana victorivirus 1,2013.0,2
Maize yellow mosaic virus,2013.0,68
Potato virus S,2013.0,29
Caprine gammaherpesvirus 2,2013.0,1
Gammapapillomavirus 23,2013.0,7
Vesicular stomatitis virus,2013.0,2
Lettuce dieback associated virus,2013.0,1
Gammapapillomavirus 24,2013.0,14
Gammapapillomavirus 22,2013.0,13
Caprine respirovirus 3,2013.0,17
Caprine arthritis encephalitis virus,2013.0,55
Maize yellow striate cytorhabdovirus,2013.0,1
Vespertilionid betacoronavirus,2013.0,3
Deer tick mononegavirales-like virus,2013.0,1
Wenzhou bunya-like virus 1,2013.0,2
Wenzhou channeled applesnail virus 1,2013.0,4
Mycobacterium phage BabyRay,2013.0,184
Mycobacterium phage Bachome,2013.0,96
Red-eared slider associated circular DNA molecule,2013.0,2
Gammapapillomavirus 12,2013.0,16
Wenzhou channeled applesnail virus 2,2013.0,4
Gammapapillomavirus 13,2013.0,7
Porcine epidemic diarrhea virus,2013.0,1340
Mycobacterium phage BadAgartude,2013.0,227
Human alphaherpesvirus 1,2013.0,183
Lettuce chlorosis virus,2013.0,2
Yokose virus,2013.0,1
Tomato rugose yellow leaf curl virus,2013.0,5
Yichang insect goukovirus,2013.0,6
Capsicum India alphasatellite,2013.0,34
Gammapapillomavirus sp.,2013.0,45
Salmon pancreas disease virus,2013.0,6
Gammarus chevreuxi flavivirus,2013.0,1
Spiranthes mosaic virus 3,2013.0,1
virus sp. ctCsQ3,2013.0,134
Human CSF-associated densovirus,2013.0,4
Redspotted grouper nervous necrosis virus,2013.0,74
Human Bufavirus,2013.0,2
Rice yellow mottle virus,2013.0,24
Chimpanzee faeces associated microphage 2,2013.0,10
Chimpanzee faeces associated microphage 1,2013.0,8
Yerba mate alphaendornavirus,2013.0,2
Pan troglodytes adenovirus,2013.0,49
Chimpanzee faeces associated circular DNA virus 1,2013.0,6
Chimpanzee faeces associated microphage 3,2013.0,8
Yersinia virus fHeYen301,2013.0,112
Gammapapillomavirus 9,2013.0,17
Avulavirus sp.,2013.0,146
Mycobacterium phage BeesKnees,2013.0,95
Deformed wing virus,2013.0,60
Maize yellow dwarf virus RMV,2013.0,6
Human adenovirus sp.,2013.0,104
Gammapapillomavirus 6,2013.0,6
Pandoravirus neocaledonia,2013.0,2162
Mycobacterium phage Blizzard,2013.0,96
Yersinia phage fHe-Yen9-03,2013.0,538
Gammapapillomavirus 7,2013.0,2
Yersinia phage fHe-Yen9-01,2013.0,560
Mycobacterium phage Bipolar,2013.0,212
Beihai picorna-like virus 70,2013.0,2
Wisteria vein mosaic virus,2013.0,1
Gammapapillomavirus 8,2013.0,2
Capsicum chlorosis orthotospovirus,2013.0,8
Lepeophtheirus caligrhavirus,2013.0,10
Red fox fecal amdovirus,2013.0,2
Red footed tortoise adenovirus 1,2013.0,2
Red clover powdery mildew-associated totivirus 2,2013.0,4
Malassezia restricta virus MrV40S,2013.0,1
Red clover powdery mildew-associated totivirus 3,2013.0,4
Canine morbillivirus,2013.0,281
Red clover powdery mildew-associated totivirus 4,2013.0,2
Red clover powdery mildew-associated totivirus 5,2013.0,4
Red clover powdery mildew-associated totivirus 1,2013.0,6
Red clover powdery mildew-associated totivirus 6,2013.0,4
Chrysanthemum virus B,2013.0,2
Lesavirus 1,2013.0,6
Papaya leaf curl China virus,2013.0,10
Gallid alphaherpesvirus 2,2013.0,728
Arenavirus sp.,2013.0,1
Red clover powdery mildew-associated totivirus 8,2013.0,2
Red clover powdery mildew-associated totivirus 7,2013.0,4
Red clover powdery mildew-associated totivirus 9,2013.0,2
Gallid alphaherpesvirus 1,2013.0,102
Beaumont virus,2013.0,1
Squash leaf curl China virus,2013.0,32
Human astrovirus MLB2,2013.0,3
Turnip yellow mosaic virus,2013.0,4
Chuvivirus canceris,2013.0,3
Tomato yellow spot virus,2013.0,8
Shayang spider virus 4,2013.0,2
Salmon isavirus,2013.0,169
Papaya leaf curl betasatellite,2013.0,4
Deer atadenovirus A,2013.0,27
Human astrovirus,2013.0,108
Chrysovirus-like,2013.0,1
Turnip yellows virus,2013.0,7
Canine mastadenovirus A,2013.0,16
Tomato ringspot virus,2013.0,9
Wenzhou picorna-like virus 15,2013.0,4
Human alphaherpesvirus 2,2013.0,119
Canine papillomavirus,2013.0,12
Lesavirus 2,2013.0,8
Mycobacterium phage ArcherNM,2013.0,182
Galliform chaphamaparvovirus 5,2013.0,3
Gallivirus Pf-CHK1/GV,2013.0,2
Gamboa mosquito virus,2013.0,2
Wenzhou picorna-like virus 10,2013.0,6
Chiropteran bocaparvovirus 4,2013.0,10
Galliform chaphamaparvovirus 4,2013.0,3
Rift Valley fever phlebovirus,2013.0,3
Turtle herpesvirus,2013.0,1
Red clover vein mosaic virus,2013.0,6
Canna yellow mottle virus,2013.0,14
Hubei levi-like virus 3,2013.0,3
Canna yellow streak virus,2013.0,9
Gammaherpesvirinae sp.,2013.0,7
Chiqui virus,2013.0,18
Mycobacterium phage Altwerkus,2013.0,99
Galliform chaphamaparvovirus 3,2013.0,1
Chobar Gorge virus,2013.0,12
Malassezia restricta virus MrV40L,2013.0,3
Gallid herpesvirus,2013.0,20
Papaya leaf crumple virus,2013.0,12
Chronic bee paralysis virus,2013.0,11
Canine parainfluenza virus,2013.0,3
Bacillus phage Anthos,2013.0,290
Human alphaherpesvirus 3,2013.0,3879
Galliform aveparvovirus 1,2013.0,40
Arhar cryptic virus-II,2013.0,1
Wenzhou picorna-like virus 14,2013.0,4
Wenzhou picorna-like virus 13,2013.0,2
Wenzhou picorna-like virus 12,2013.0,4
Wenzhou picorna-like virus 11,2013.0,2
Panulirus argus virus 1,2013.0,1
Arhar cryptic virus-I,2013.0,4
Sheeppox virus,2013.0,469
Tomato mottle mosaic virus,2013.0,19
Turnip curly top virus,2013.0,18
Wenzhou picorna-like virus 33,2013.0,4
Human mastadenovirus C,2013.0,462
Ramie yellow mosaic virus,2013.0,2
Wenzhou picorna-like virus 34,2013.0,2
Shahe partiti-like virus 1,2013.0,2
Shahe narna-like virus 7,2013.0,2
Shahe narna-like virus 6,2013.0,1
Shahe narna-like virus 5,2013.0,2
Shahe narna-like virus 4,2013.0,2
Shahe narna-like virus 3,2013.0,2
Tomato mottle leaf curl virus,2013.0,6
Partitivirus-like 1,2013.0,1
CRESS virus sp. ctBnw2,2013.0,17
Partitivirus-like 3,2013.0,1
Partitivirus-like 4,2013.0,1
Partitivirus-like 5,2013.0,1
Sandfly phlebovirus,2013.0,5
Mukawa phlebovirus,2013.0,8
Coleopteran orthomyxo-related virus OKIAV158,2013.0,4
Coleopteran hanta-related virus OKIAV221,2013.0,1
Apis mellifera filamentous virus,2013.0,2
Strawberry mottle virus,2013.0,6
Ralstonia phage DU_RP_II,2013.0,38
Partitiviridae sp.,2013.0,5
