Species,Host,Count
Macrophomina phaseolina partitivirus 1,Macrophomina phaseolina,2
Macrophomina phaseolina partitivirus 2,Macrophomina phaseolina,2
Macrophomina phaseolina single-stranded RNA virus 1,Macrophomina phaseolina,2
Macrophomina phaseolina single-stranded RNA virus 2,Macrophomina phaseolina,1
Macrophomina phaseolina single-stranded RNA virus 3,Macrophomina phaseolina,1
Macrophomina phaseolina victorivirus 1,Macrophomina phaseolina,2
Macrophomina phaseolina victorivirus 2,Macrophomina phaseolina,2
Macrophomina phaseolina victorivirus 3,Macrophomina phaseolina,1
Macropodid alphaherpesvirus 1,Macropodidae,152
Macropodid alphaherpesvirus 4,Macropus giganteus,68
Macropodid herpesvirus 3,Macropus giganteus,1
Macropodid herpesvirus 4,Macropus giganteus,3
Macropodid herpesvirus 6,Setonix brachyurus,13
Macroptilium bright mosaic virus,Macroptilium lathyroides,15
Macroptilium bright yellow interveinal virus,Macroptilium erythroloma,7
Macroptilium common mosaic virus,Macroptilium lathyroides,22
Macroptilium golden mosaic virus,Macroptilium lathyroides,4
Macroptilium golden mosaic virus,Sida acuta,1
Macroptilium golden mosaic virus,Wissadula amplissima,21
Macroptilium golden yellow mosaic virus,Macroptilium,16
Macroptilium mosaic Puerto Rico virus,Fabaceae,6
Macroptilium mosaic Puerto Rico virus,unidentified plant,7
Macroptilium mosaic virus,Macroptilium lathyroides,1
Macroptilium mottle virus,Macroptilium bracteatum,7
Macroptilium yellow mosaic virus,Macroptilium lathyroides,30
Macroptilium yellow net virus,Macroptilium lathyroides,14
Macroptilium yellow spot virus,Calopogonium mucunoides,9
Macroptilium yellow spot virus,Canavalia sp.,5
Macroptilium yellow spot virus,Desmodium glabrum,28
Macroptilium yellow spot virus,Macroptilium lathyroides,146
Macroptilium yellow spot virus,Phaseolus lunatus,115
Macroptilium yellow spot virus,Phaseolus vulgaris,273
Macroptilium yellow vein virus,Macroptilium,10
Macroptilium yellow vein virus,Macroptilium lathyroides,90
Macrosiphum euphorbiae virus 1,Macrosiphum euphorbiae,2
Maculvirus VP93,Vibrio parahaemolyticus,53
Madariaga virus,Aedes,2
Madariaga virus,Culex,9
Madariaga virus,Culex erraticus,3
Madariaga virus,Culex quinquefasciatus,2
Madariaga virus,Culicidae,3
Madariaga virus,Equus caballus,6
Madariaga virus,Equus ferus,20
Madariaga virus,Homo sapiens,10
Madariaga virus,Mansonia titillans,1
Madariaga virus,Mesocricetus,8
Madariaga virus,Psorophora ferox,1
Madariaga virus,Sapajus apella,15
Madisduvirus caenivivens,activated sludge metagenome,3
Madrid orthobunyavirus,Homo sapiens,12
Madrid orthobunyavirus,Mus musculus,4
Mafiga mammarenavirus,Lemniscomys rosalia,6
Magellan virus,Pygoscelis antarcticus,1
Magnaporthe grisea partitivirus 1,Digitaria sanguinalis,2
Magnaporthe grisea partitivirus 1,Pyricularia grisea,2
Magnaporthe magoulivirus 1,Pyricularia oryzae,2
Magnaporthe oryzae RNA virus,Pyricularia oryzae,7
Magnaporthe oryzae botourmiavirus 10,Pyricularia oryzae,1
Magnaporthe oryzae botourmiavirus 2,Pyricularia oryzae,2
Magnaporthe oryzae botourmiavirus 5,Digitaria sanguinalis,1
Magnaporthe oryzae botourmiavirus 5,Pyricularia oryzae,3
Magnaporthe oryzae botourmiavirus 6,Digitaria sanguinalis,1
Magnaporthe oryzae botourmiavirus 6,Pyricularia oryzae,3
Magnaporthe oryzae botourmiavirus 7,Oryza sativa,1
Magnaporthe oryzae botourmiavirus 7,Pyricularia oryzae,2
Magnaporthe oryzae botourmiavirus 9,Pyricularia oryzae,1
Magnaporthe oryzae chrysovirus 1,Pyricularia oryzae,31
Magnaporthe oryzae mononegaambi virus 1,Pyricularia oryzae,2
Magnaporthe oryzae mymonavirus 1,Pyricularia oryzae,8
Magnaporthe oryzae narnavirus 1,Pyricularia oryzae,6
Magnaporthe oryzae narnavirus 2,Pyricularia oryzae,2
Magnaporthe oryzae ourmia-like virus 5,Pyricularia oryzae,1
Magnaporthe oryzae partitivirus 1,Pyricularia oryzae,25
Magnaporthe oryzae partitivirus 2,Pyricularia oryzae,2
Magnaporthe oryzae partitivirus 3,Pyricularia oryzae,2
Magnaporthe oryzae polymycovirus 1,Pyricularia oryzae,12
Magnaporthe oryzae polymycovirus 2,Pyricularia oryzae,4
Magnaporthe oryzae virus 2,Pyricularia oryzae,69
Magnaporthe oryzae virus 3,Pyricularia oryzae,4
Magnaporthe penoulivirus,Digitaria sanguinalis,1
Magnaporthe penoulivirus,Pyricularia oryzae,1
Magnolia carlavirus,Magnolia tripetala,4
Magpie-robin coronavirus HKU18,Muscicapidae,19
Magpiepox virus,Gymnorhina tibicen,352
Magpiepox virus 2,Gymnorhina tibicen,419
Magsystermes virus,Labiotermes,1
Maguari orthobunyavirus,Culicidae,18
Maguari orthobunyavirus,Equus caballus,3
Maguari orthobunyavirus,Homo sapiens,4
Maguari orthobunyavirus,Ochlerotatus scapularis,4
Maguari orthobunyavirus,Ochlerotatus taeniorhynchus,12
Maguari orthobunyavirus,Psorophora varinervis,4
Mahaffey road virus,Ranoidea splendida,1
Mahasena corbetti nucleopolyhedrovirus,Mahasena corbetti,3
Mahdsavirus limadaptatum,activated sludge metagenome,3
Mahjnavirus limenecus,activated sludge metagenome,4
Mahlapitsi orthoreovirus,Eucampsipoda africana,33
Mahogany Hammock orthobunyavirus,Culex,3
Mahogany Hammock orthobunyavirus,Culex cedecei,7
Mahqeavirus limicola,activated sludge metagenome,4
Mahqeavirus limihabitans,activated sludge metagenome,3
Mahraivirus limivicinum,activated sludge metagenome,3
Mahshuvirus limivivens,activated sludge metagenome,3
Main Drain orthobunyavirus,Aedes vexans,4
Main Drain orthobunyavirus,Anopheles freeborni,4
Main Drain orthobunyavirus,Culicoides variipennis,2
Maize Iranian mosaic nucleorhabdovirus,Cynodon dactylon,2
Maize Iranian mosaic nucleorhabdovirus,Echinochloa crus-galli,3
Maize Iranian mosaic nucleorhabdovirus,Oryza sativa,3
Maize Iranian mosaic nucleorhabdovirus,Panicum dichotomiflorum,2
Maize Iranian mosaic nucleorhabdovirus,Zea mays,98
Maize associated ampelovirus,Zea mays,1
Maize associated clostervirus,Zea mays,1
Maize associated foveavirus,Zea mays,1
Maize associated partiti-like virus,Zea mays,3
Maize associated pteridovirus,Zea mays,16
Maize associated rhabdovirus,Zea mays,6
Maize associated totivirus,Zea mays,44
Maize aumaivirus 1,Zea mays,1
Maize bymovirus A,Zea mays,2
Maize chlorotic dwarf virus,Brachiaria,2
Maize chlorotic dwarf virus,Spermatophyta,1
Maize chlorotic mottle virus,Digitaria velutina,6
Maize chlorotic mottle virus,Eleusine coracana,6
Maize chlorotic mottle virus,Hordeum vulgare,1
Maize chlorotic mottle virus,Saccharum officinarum,9
Maize chlorotic mottle virus,Sorghum,1
Maize chlorotic mottle virus,Sorghum bicolor,3
Maize chlorotic mottle virus,Sorghum halepense,4
Maize chlorotic mottle virus,Vigna unguiculata,3
Maize chlorotic mottle virus,Zea mays,721
Maize dwarf mosaic virus,Oryza sativa,2
Maize dwarf mosaic virus,Phragmites australis,6
Maize dwarf mosaic virus,Sorghum bicolor,4
Maize dwarf mosaic virus,Sorghum halepense,220
Maize dwarf mosaic virus,Zea mays,184
Maize dwarf mosaic virus,Zea mays subsp. mays,2
Maize mild mottle virus,Cenchrus americanus,6
Maize mosaic nucleorhabdovirus,Rottboellia,6
Maize mosaic nucleorhabdovirus,Zea mays,6
Maize necrotic streak virus,Zea mays,10
Maize pteridovirus,Zea mays,4
Maize pteridovirus 1,Zea mays,4
Maize rayado fino virus,Panicum virgatum,3
Maize rayado fino virus,Zea mays,10
Maize rayado fino virus,Zea mays subsp. mays,1
Maize rough dwarf virus,Avena sativa,2
Maize rough dwarf virus,Zea mays,142
Maize streak Reunion virus,Cenchrus echinatus,4
Maize streak Reunion virus,Poaceae,4
Maize streak Reunion virus,Rottboellia,4
Maize streak Reunion virus,Setaria barbata,4
Maize streak Reunion virus,Zea mays,30
Maize streak dwarfing virus,Zea mays,20
Maize streak virus,Avena sativa,28
Maize streak virus,Axonopus compressus,3
Maize streak virus,Bambusa oldhamii,4
Maize streak virus,Brachiaria deflexa,15
Maize streak virus,Bromus catharticus,4
Maize streak virus,Cenchrus echinatus,8
Maize streak virus,Cenchrus myosuroides,12
Maize streak virus,Cenchrus sp.,3
Maize streak virus,Chlorocalymma cryptacanthum,4
Maize streak virus,Coix lacryma-jobi,1
Maize streak virus,Dactyloctenium aegyptium,4
Maize streak virus,Danthoniopsis petiolata,3
Maize streak virus,Digitaria,64
Maize streak virus,Digitaria ciliaris,120
Maize streak virus,Digitaria didactyla,28
Maize streak virus,Digitaria horizontalis,91
Maize streak virus,Digitaria sanguinalis,76
Maize streak virus,Ehrharta calycina,6
Maize streak virus,Ehrharta erecta,54
Maize streak virus,Eleusine indica,4
Maize streak virus,Eragrostideae,1
Maize streak virus,Eragrostis curvula,3
Maize streak virus,Eustachys petraea,6
Maize streak virus,Hordeum vulgare,6
Maize streak virus,Hyparrhenia hirta,4
Maize streak virus,Lolium rigidum,7
Maize streak virus,Megathyrsus maximus,18
Maize streak virus,Oplismenus burmannii,4
Maize streak virus,Paspalum,4
Maize streak virus,Paspalum notatum,3
Maize streak virus,Poaceae,16
Maize streak virus,Polypogon monspeliensis,24
Maize streak virus,Rottboellia cochinchinensis,3
Maize streak virus,Saccharum officinarum,92
Maize streak virus,Sclerochloa dura,4
Maize streak virus,Setaria adhaerens,8
Maize streak virus,Setaria barbata,10
Maize streak virus,Setaria grisebachii,3
Maize streak virus,Setaria verticillata,10
Maize streak virus,Sorghum arundinaceum,3
Maize streak virus,Urochloa decumbens,4
Maize streak virus,Urochloa lata,3
Maize streak virus,Urochloa mosambicensis,4
Maize streak virus,Urochloa plantaginea,3
Maize streak virus,Zea mays,2297
Maize striate mosaic virus,Saccharum officinarum,8
Maize striate mosaic virus,Zea mays,48
Maize stripe tenuivirus,Rottboellia,5
Maize stripe tenuivirus,Rottboellia cochinchinensis,21
Maize stripe tenuivirus,Sorghum,9
Maize stripe tenuivirus,Sorghum bicolor,2
Maize stripe tenuivirus,Zea mays,77
Maize suscal virus,Zea mays,4
Maize umbra-like virus 1,Zea mays,4
Maize white line mosaic virus,Zea mays,10
Maize yellow dwarf virus RMV,Triticum aestivum,14
Maize yellow dwarf virus RMV,Zea mays,18
Maize yellow mosaic virus,Panicum miliaceum,3
Maize yellow mosaic virus,Panicum virgatum,5
Maize yellow mosaic virus,Rottboellia cochinchinensis,7
Maize yellow mosaic virus,Saccharum hybrid cultivar,111
Maize yellow mosaic virus,Saccharum hybrid cultivar Co 86032,2
Maize yellow mosaic virus,Saccharum officinarum,18
Maize yellow mosaic virus,Saccharum sinense,2
Maize yellow mosaic virus,Saccharum sp.,28
Maize yellow mosaic virus,Sorghum,8
Maize yellow mosaic virus,Sorghum bicolor,3
Maize yellow mosaic virus,Triticum aestivum,7
Maize yellow mosaic virus,Zea mays,384
Maize yellow striate cytorhabdovirus,Triticum aestivum,12
Maize yellow striate cytorhabdovirus,Zea mays,21
Maize yellow stripe virus,Zea mays,7
Maize-associated betaflexivirus,Zea mays,1
Maize-associated picornavirus,Zea mays,9
Maize-associated tombusvirus,Zea diploperennis,4
Maize-associated tombusvirus,Zea mays,8
Maize-associated totivirus 1,Zea mays,4
Maize-associated totivirus 2,Zea mays,7
Maize-associated totivirus 3,Zea mays,21
Maize-associated trichovirus 1,Zea mays,2
Maize-associated trichovirus 2,Zea mays,1
Makokou virus,Hipposideros ruber,1
Makri bunya-like virus,Aedes albopictus,1
Maksutov virus,Pygoscelis antarcticus,1
Mal de Rio Cuarto virus,Sorghum bicolor,4
Mal de Rio Cuarto virus,Zea mays,13
Malachra alceifolia begomovirus - Trinidad,Malachra alceifolia,1
Malachra yellow mosaic virus,Malachra capitata,12
Malachra yellow mosaic virus,Neolamarckia cadamba,6
Malachra yellow vein mosaic betasatellite,Abelmoschus esculentus,2
Malachra yellow vein mosaic virus - India,Malachra,1
Malachra yellow vein mosaic virus-associated satellite DNA beta,Malachra,2
Malacosoma alphabaculovirus,Malacosoma,2
Malacosoma americanum nucleopolyhedrovirus,Malacosoma americanum,4
Malacosoma californicum nucleopolyhedrovirus,Malacosoma californicum,3
Malacosoma neustria nucleopolyhedrovirus,Lepidoptera,1
Malacosoma neustria nucleopolyhedrovirus,Malacosoma neustria,275
Malacosoma sp. alphabaculovirus,Malacosoma,115
Malacosoma sp. nucleopolyhedrovirus,Malacosoma,3
Malakal virus,Mansonia uniformis,21
Malakichthys elegans nervous necrosis virus,Malakichthys elegans,1
Malassezia restricta virus MrV40L,Malassezia restricta,3
Malassezia restricta virus MrV40S,Malassezia restricta,1
Malassezia sympodialis mycovirus,Malassezia sympodialis,4
Malby virus,Ochlerotatus communis,1
Maldonado phlebovirus,Homo sapiens,8
Mallard associated gemygorvirus 1,Anas platyrhynchos,3
Mallotus japonicus virus A,Mallotus japonicus,7
Mallotus japonicus virus B,Mallotus japonicus,2
Malpais Spring vesiculovirus,Ochlerotatus campestris,12
Malsoor virus,Rousettus leschenaultii,8
Malus domestica virus A,Malus domestica,30
Malva associated soymovirus 1,Malva,16
Malva chlorosis virus,Malva,1
Malva mosaic virus,Silene subgen. Lychnis,10
Malva potyvirus,Malva,3
Malva vein clearing virus,Alcea rosea,6
Malva vein clearing virus,Anisodontea,1
Malva vein clearing virus,Malva,9
Malva vein clearing virus,Malva sylvestris,5
Malva vein clearing virus,Malva verticillata,3
Malva vein clearing virus,Solanum lycopersicum,1
Malvastrum bright yellow mosaic virus,Malvastrum,54
Malvastrum coromandelianum yellow vein virus,Malvastrum coromandelianum,2
Malvastrum leaf curl Guangdong betasatellite,Malvastrum coromandelianum,2
Malvastrum leaf curl Guangdong virus,Malvastrum coromandelianum,56
Malvastrum leaf curl Philippines virus,Malvastrum coromandelianum,14
Malvastrum leaf curl betasatellite,Amaranthus blitum,1
Malvastrum leaf curl betasatellite,Malvastrum coromandelianum,2
Malvastrum leaf curl virus,Carica papaya,8
Malvastrum leaf curl virus,Malvastrum,5
Malvastrum leaf curl virus,Malvastrum coromandelianum,18
Malvastrum yellow mosaic Cameroon alphasatellite,Malvastrum,4
Malvastrum yellow mosaic Helshire virus,Malvastrum americanum,10
Malvastrum yellow mosaic Jamaica virus,Malvastrum,4
Malvastrum yellow mosaic Jamaica virus,Malvastrum americanum,21
Malvastrum yellow mosaic Jamaica virus,Sida spinosa,4
Malvastrum yellow mosaic virus,Eclipta prostrata,2
Malvastrum yellow mosaic virus,Malvastrum coromandelianum,46
Malvastrum yellow vein Cambodia virus,Malvastrum coromandelianum,12
Malvastrum yellow vein Chitwan betasatellite,Phaseolus lunatus,2
Malvastrum yellow vein Honghe virus,Ageratum conyzoides,14
Malvastrum yellow vein Honghe virus,Malvastrum coromandelianum,107
Malvastrum yellow vein Honghe virus,Solanum lycopersicum,15
Malvastrum yellow vein Lahore virus,Malvastrum coromandelianum,12
Malvastrum yellow vein Lahore virus,Phaseolus vulgaris,6
Malvastrum yellow vein Yunnan betasatellite,Ageratum conyzoides,2
Malvastrum yellow vein Yunnan virus,Ageratum conyzoides,25
Malvastrum yellow vein Yunnan virus,Glycine max,4
Malvastrum yellow vein Yunnan virus,Malva,2
Malvastrum yellow vein Yunnan virus,Malva parviflora,12
Malvastrum yellow vein Yunnan virus,Malvastrum coromandelianum,178
Malvastrum yellow vein Yunnan virus,Piperaceae,6
Malvastrum yellow vein Yunnan virus,Solanum lycopersicum,24
Malvastrum yellow vein Yunnan virus satellite DNA beta,Malvastrum coromandelianum,18
Malvastrum yellow vein Yunnan virus satellite DNA beta,Sida acuta,2
Malvastrum yellow vein betasatellite,Ageratum conyzoides,1
Malvastrum yellow vein betasatellite,Baliospermum solanifolium,2
Malvastrum yellow vein betasatellite,Erigeron canadensis,2
Malvastrum yellow vein betasatellite,Malva parviflora,1
Malvastrum yellow vein betasatellite,Malvastrum coromandelianum,22
Malvastrum yellow vein betasatellite,Manihot esculenta,5
Malvastrum yellow vein betasatellite,Solanum lycopersicum,2
Malvastrum yellow vein betasatellite,Sonchus arvensis,1
Malvastrum yellow vein virus,Ageratum conyzoides,8
Malvastrum yellow vein virus,Cineraria,7
Malvastrum yellow vein virus,Fabaceae,6
Malvastrum yellow vein virus,Malva,2
Malvastrum yellow vein virus,Malvastrum coromandelianum,98
Malvastrum yellow vein virus,Sida acuta,6
Malvaviscus yellow mosaic virus,Malvaviscus arboreus,34
Mamastrovirus 1,Homo sapiens,1839
Mamastrovirus 1,Macaca mulatta,1
Mamastrovirus 1,Scotophilus kuhlii,1
Mamastrovirus 10,Mustela lutreola,5
Mamastrovirus 10,Neovison vison,4
Mamastrovirus 11,Zalophus californianus,4
Mamastrovirus 12,Taphozous melanopogon,5
Mamastrovirus 13,Bos taurus,1
Mamastrovirus 13,Ovibos moschatus,3
Mamastrovirus 13,Ovis aries,19
Mamastrovirus 14,Miniopterus fuliginosus,1
Mamastrovirus 14,Miniopterus magnater,4
Mamastrovirus 15,Taphozous melanopogon,4
Mamastrovirus 16,Pipistrellus abramus,4
Mamastrovirus 17,Hipposideros pomona,3
Mamastrovirus 18,Miniopterus fuliginosus,2
Mamastrovirus 18,Miniopterus pusillus,6
Mamastrovirus 19,Ia io,1
Mamastrovirus 19,Taphozous melanopogon,5
Mamastrovirus 2,Feliformia,4
Mamastrovirus 2,Felis catus,215
Mamastrovirus 2,Sus scrofa,9
Mamastrovirus 2,Sus scrofa domesticus,3
Mamastrovirus 22,Sus scrofa,57
Mamastrovirus 25,Rattus exulans,1
Mamastrovirus 25,Rattus rattus,7
Mamastrovirus 25,Sundamys infraluteus,1
Mamastrovirus 3,Homo sapiens,4
Mamastrovirus 3,Hystricidae,2
Mamastrovirus 3,Myocastor coypus,1
Mamastrovirus 3,Sus scrofa,1057
Mamastrovirus 3,Sus scrofa domesticus,85
Mamastrovirus 4,Homo sapiens,5
Mamastrovirus 4,Sus scrofa,12
Mamastrovirus 4,Zalophus californianus,4
Mamastrovirus 5,Canis lupus familiaris,12
Mamastrovirus 5,Cerdocyon thous,3
Mamastrovirus 5,Homo sapiens,4
Mamastrovirus 5,Macaca mulatta,3
Mamastrovirus 6,Homo sapiens,9
Mamastrovirus 6,Macaca mulatta,4
Mamastrovirus 7,Tursiops truncatus,10
Mamastrovirus 8,Homo sapiens,3
Mamastrovirus 9,Homo sapiens,87
Mamastrovirus 9,Macroglossus sobrinus,1
Mamastrovirus HMU-1,Zalophus californianus,3
Mamastrovirus pig/HL/China,Sus scrofa,10
Mamastrovirus sp.,Acerodon celebensis,1
Mamastrovirus sp.,Akodon cursor,3
Mamastrovirus sp.,Anoura caudifer,1
Mamastrovirus sp.,Apodemus sylvaticus,2
Mamastrovirus sp.,Artibeus lituratus,1
Mamastrovirus sp.,Balionycteris maculata,1
Mamastrovirus sp.,Bandicota bengalensis,1
Mamastrovirus sp.,Carollia perspicillata,3
Mamastrovirus sp.,Cavia porcellus,10
Mamastrovirus sp.,Chaerephon pumilus,3
Mamastrovirus sp.,Chiroptera,4
Mamastrovirus sp.,Coleura afra,3
Mamastrovirus sp.,Cricetomys gambianus,1
Mamastrovirus sp.,Crocidura,1
Mamastrovirus sp.,Crocidura attenuata,1
Mamastrovirus sp.,Crocidura goliath,2
Mamastrovirus sp.,Eidolon helvum,13
Mamastrovirus sp.,Eonycteris spelaea,39
Mamastrovirus sp.,Eothenomys cachinus,38
Mamastrovirus sp.,Heimyscus fumosus,2
Mamastrovirus sp.,Hipposideros,2
Mamastrovirus sp.,Hipposideros armiger,4
Mamastrovirus sp.,Hipposideros caffer,6
Mamastrovirus sp.,Hipposideros larvatus,18
Mamastrovirus sp.,Hipposideros lekaguli,18
Mamastrovirus sp.,Hipposideros pomona,1
Mamastrovirus sp.,Hipposideros ruber,5
Mamastrovirus sp.,Homo sapiens,93
Mamastrovirus sp.,Hylomyscus,5
Mamastrovirus sp.,Hylomyscus stella,1
Mamastrovirus sp.,Hylopetes,1
Mamastrovirus sp.,Hystrix brachyura,16
Mamastrovirus sp.,Leopoldamys sabanus,1
Mamastrovirus sp.,Lissonycteris angolensis,1
Mamastrovirus sp.,Macaca fascicularis,6
Mamastrovirus sp.,Macaca leonina,1
Mamastrovirus sp.,Macaca nemestrina,3
Mamastrovirus sp.,Macronycteris commersoni,2
Mamastrovirus sp.,Malacomys longipes,1
Mamastrovirus sp.,Marmota himalayana,12
Mamastrovirus sp.,Mastomys natalensis,8
Mamastrovirus sp.,Mastomys sp.,17
Mamastrovirus sp.,Megaderma lyra,2
Mamastrovirus sp.,Miniopterus fuliginosus,6
Mamastrovirus sp.,Miniopterus inflatus,12
Mamastrovirus sp.,Miniopterus magnater,57
Mamastrovirus sp.,Miniopterus pusillus,1
Mamastrovirus sp.,Mus musculoides,84
Mamastrovirus sp.,Myotis horsfieldii,37
Mamastrovirus sp.,Myotis ricketti,19
Mamastrovirus sp.,Niviventer eha,6
Mamastrovirus sp.,Nycteris hispida,1
Mamastrovirus sp.,Ochotona thibetana,2
Mamastrovirus sp.,Paradoxurus hermaphroditus,1
Mamastrovirus sp.,Parahypsugo crassulus,3
Mamastrovirus sp.,Pipistrellus kuhlii,1
Mamastrovirus sp.,Praomys,2
Mamastrovirus sp.,Praomys tullbergi,13
Mamastrovirus sp.,Pteropus alecto,8
Mamastrovirus sp.,Pteropus giganteus,25
Mamastrovirus sp.,Rattus,10
Mamastrovirus sp.,Rattus argentiventer,6
Mamastrovirus sp.,Rattus exulans,10
Mamastrovirus sp.,Rattus losea,1
Mamastrovirus sp.,Rattus norvegicus,18
Mamastrovirus sp.,Rattus rattus,2
Mamastrovirus sp.,Rattus sp.,24
Mamastrovirus sp.,Rhinolophus,3
Mamastrovirus sp.,Rhinolophus affinis,2
Mamastrovirus sp.,Rhinolophus coelophyllus,5
Mamastrovirus sp.,Rhinolophus lepidus,2
Mamastrovirus sp.,Rhinolophus pusillus,1
Mamastrovirus sp.,Rhinolophus shameli,6
Mamastrovirus sp.,Rhinosciurus laticaudatus,1
Mamastrovirus sp.,Rhizomys pruinosus,1
Mamastrovirus sp.,Rhizomys sinensis,2
Mamastrovirus sp.,Rousettus amplexicaudatus,7
Mamastrovirus sp.,Rousettus leschenaultii,7
Mamastrovirus sp.,Rousettus sp.,17
Mamastrovirus sp.,Scotophilus,4
Mamastrovirus sp.,Scotophilus kuhlii,9
Mamastrovirus sp.,Sorex,1
Mamastrovirus sp.,Sturnira lilium,4
Mamastrovirus sp.,Sus scrofa,49
Mamastrovirus sp.,Tadarida,2
Mamastrovirus sp.,Taphozous melanopogon,13
Mamastrovirus sp.,Triaenops afer,3
Mamastrovirus sp.,Triaenops persicus,63
Mamastrovirus sp.,Tylonycteris pachypus,1
Mamestra brassicae multiple nucleopolyhedrovirus,Lepidoptera,2
Mamestra brassicae multiple nucleopolyhedrovirus,Mamestra brassicae,660
Mamestra configurata nucleopolyhedrovirus,Mamestra configurata,2
Mamestra configurata nucleopolyhedrovirus A,Mamestra configurata,852
Mamestra configurata nucleopolyhedrovirus B,Helicoverpa armigera,24
Mamestra configurata nucleopolyhedrovirus B,Mamestra configurata,161
Mamiellales associated circular virus 1,Ostreococcus sp. SAG12,2
Mamiellales associated circular virus 2,Micromonas sp. SAG8,2
Mammalian 1 orthobornavirus,Anas platyrhynchos,4
Mammalian 1 orthobornavirus,Bos taurus,13
Mammalian 1 orthobornavirus,Canis lupus familiaris,5
Mammalian 1 orthobornavirus,Castor fiber albicus,1
Mammalian 1 orthobornavirus,Coloeus monedula,1
Mammalian 1 orthobornavirus,Crocidura leucodon,136
Mammalian 1 orthobornavirus,Equus,11
Mammalian 1 orthobornavirus,Equus asinus,6
Mammalian 1 orthobornavirus,Equus caballus,169
Mammalian 1 orthobornavirus,Equus ferus,26
Mammalian 1 orthobornavirus,Feliformia,8
Mammalian 1 orthobornavirus,Felis catus,5
Mammalian 1 orthobornavirus,Homo sapiens,125
Mammalian 1 orthobornavirus,Lama glama,9
Mammalian 1 orthobornavirus,Macaca fuscata,2
Mammalian 1 orthobornavirus,Oryctolagus cuniculus,5
Mammalian 1 orthobornavirus,Ovis aries,35
Mammalian 1 orthobornavirus,Procyon lotor,3
Mammalian 1 orthobornavirus,Sorex araneus,6
Mammalian 1 orthobornavirus,Vicugna pacos,38
Mammalian 1 orthobornavirus,Vulpes vulpes,3
Mammalian 2 orthobornavirus,Callosciurus finlaysonii,6
Mammalian 2 orthobornavirus,Callosciurus prevostii,88
Mammalian 2 orthobornavirus,Echinosciurus variegatoides,48
Mammalian 2 orthobornavirus,Homo sapiens,18
Mammalian 2 orthobornavirus,Syntheosciurus granatensis,1
Mammalian 2 orthobornavirus,Tamiops swinhoei,6
Mammalian enterovirus,Hystricidae,3
Mammalian enterovirus,Myocastor coypus,2
Mammalian orthoreovirus,Bos grunniens,23
Mammalian orthoreovirus,Bos taurus,26
Mammalian orthoreovirus,Canis lupus familiaris,2
Mammalian orthoreovirus,Cervus elaphus,10
Mammalian orthoreovirus,Chiroptera,38
Mammalian orthoreovirus,Eptesicus fuscus,51
Mammalian orthoreovirus,Eptesicus serotinus,22
Mammalian orthoreovirus,Hipposideros,126
Mammalian orthoreovirus,Homo sapiens,115
Mammalian orthoreovirus,Lama glama,2
Mammalian orthoreovirus,Lasionycteris noctivagans,11
Mammalian orthoreovirus,Mammalia,53
Mammalian orthoreovirus,Microtus arvalis,10
Mammalian orthoreovirus,Miniopterus schreibersii,11
Mammalian orthoreovirus,Mus musculoides,5
Mammalian orthoreovirus,Mustela lutreola,27
Mammalian orthoreovirus,Myodes glareolus,19
Mammalian orthoreovirus,Myotis daubentonii,11
Mammalian orthoreovirus,Myotis emarginatus,11
Mammalian orthoreovirus,Myotis myotis,11
Mammalian orthoreovirus,Myotis nattereri,9
Mammalian orthoreovirus,Myotis ricketti,14
Mammalian orthoreovirus,Odocoileus virginianus,10
Mammalian orthoreovirus,Paguma larvata,21
Mammalian orthoreovirus,Pipistrellus kuhlii,34
Mammalian orthoreovirus,Pipistrellus pipistrellus,33
Mammalian orthoreovirus,Pteropodidae,10
Mammalian orthoreovirus,Rhinolophus affinis,3
Mammalian orthoreovirus,Rhinolophus hipposideros,1
Mammalian orthoreovirus,Rhinolophus pusillus,13
Mammalian orthoreovirus,Rupicapra rupicapra,10
Mammalian orthoreovirus,Simiiformes,1
Mammalian orthoreovirus,Sus scrofa,363
Mammalian orthoreovirus,Sus scrofa domesticus,72
Mammalian orthoreovirus,Tadarida teniotis,2
Mammalian orthoreovirus,Taphozous melanopogon,1
Mammalian orthoreovirus,Tupaia,2
Mammalian orthoreovirus,Tupaia glis,20
Mammalian orthoreovirus,Vespertilio murinus,1
Mammalian orthoreovirus,Vicugna pacos,4
Mammalian orthorubulavirus 5,Ailurus fulgens,6
Mammalian orthorubulavirus 5,Bos taurus,8
Mammalian orthorubulavirus 5,Bovidae,7
Mammalian orthorubulavirus 5,Canis lupus familiaris,153
Mammalian orthorubulavirus 5,Equus caballus,9
Mammalian orthorubulavirus 5,Homo sapiens,62
Mammalian orthorubulavirus 5,Panthera tigris altaica,7
Mammalian orthorubulavirus 5,Panthera tigris amoyensis,1
Mammalian orthorubulavirus 5,Panthera tigris tigris,8
Mammalian orthorubulavirus 5,Pholidota,12
Mammalian orthorubulavirus 5,Serpentes,6
Mammalian orthorubulavirus 5,Sus scrofa,166
Mammalian orthorubulavirus 6,Pteropus sp.,18
Mammarenavirus AnRB3214,Praomys,4
Mammarenavirus sp.,Rattus,14
Mammarenavirus sp.,Soricidae,1
Mamucuso virus,Streblidae,1
Manawa virus,Argas abdussalami,4
Mandarin fish ranavirus,Siniperca chuatsi,176
Mandarivirus sp.,Citrus limon,1
